I1,I2,I3
1.609,0.15,0.37
1.15,0.307,0.366
0.69,0.389,0.273
1.15,0.277,0.294
0.92,0.15,0.448
1.15,0.202,0.569
1.609,0.516,0.579
1.379,0.576,0.374
0.69,0.621,0.339
1.379,0.546,0.348
1.15,0.449,0.245
0.689,0.344,0.602
0.919,0.359,0.587
1.609,0.576,0.724
1.379,0.875,0.63
0.919,0.935,0.352
0.92,0.823,0.282
0.918,0.793,0.305
1.379,0.965,0.455
1.609,0.98,0.266
1.15,0.95,0.277
1.609,1.204,0.198
1.15,1.204,0.2
1.15,1.047,0.161
0.92,1.017,0.387
1.609,1.062,0.354
1.379,1.077,0.406
0.92,1.309,0.349
0.919,1.092,0.243
1.38,0.98,0.295
0.919,1.361,0.502
0.459,1.376,0.322
1.15,1.391,0.195
1.379,1.167,0.226
0.919,1.122,0.323
0.919,1.361,0.448
1.151,1.436,0.266
1.15,1.361,0.065
0.92,0.95,0.013
1.378,0.965,0.259
1.379,1.077,0.071
0.689,1.204,0.176
1.15,1.264,0.115
1.15,1.017,-0.029
1.15,0.748,0.139
1.148,0.651,0.138
0.689,0.703,0.283
1.609,0.845,0.193
1.15,0.95,0.187
1.148,1.189,0.272
0.919,1.062,-0.021
0.69,0.763,-0.09
1.379,0.576,-0.073
0.92,0.479,0.109
1.609,0.419,0.166
0.918,0.434,0.3
1.379,0.404,0.28
1.379,0.479,0.201
1.15,0.531,-0.06
0.92,0.666,-0.132
1.148,0.621,-0.198
1.15,0.389,-0.193
1.379,-0.082,-0.123
1.15,-0.314,0.193
1.15,-0.127,0.427
1.15,0.292,0.27
1.15,0.247,0.116
1.379,-0.082,-0.038
1.15,-0.284,0.04
1.15,-0.209,0.19
1.379,0,0.193
1.38,0.03,-0.12
0.46,-0.022,-0.118
1.379,-0.142,-0.192
0.689,-0.127,-0.186
1.15,-0.112,-0.265
0.689,-0.097,-0.348
0.689,-0.112,-0.37
1.379,-0.284,-0.366
1.38,-0.411,-0.454
1.38,-0.367,-0.277
1.148,-0.299,-0.264
1.609,-0.396,-0.341
0.689,-0.426,-0.498
1.379,-0.583,-0.372
0.919,-0.673,-0.306
1.379,-0.8,-0.306
0.689,-0.83,-0.201
1.15,-0.815,-0.27
1.379,-0.741,-0.316
1.379,-0.583,-0.371
1.38,-0.411,-0.591
0.689,-0.501,-0.743
0.919,-0.755,-0.792
0.919,-0.942,-0.49
0.919,-0.987,-0.315
1.38,-1.197,-0.211
1.378,-1.444,-0.183
1.38,-1.227,-0.042
0.92,-0.913,-0.023
0.92,-0.868,-0.225
1.38,-0.883,-0.476
0.92,-1.04,-0.435
1.61,-1.489,-0.399
1.15,-1.399,-0.156
1.15,-1.197,-0.168
1.61,-1.04,-0.258
1.38,-1.197,-0.428
1.15,-1.489,-0.275
0.689,-1.346,-0.348
1.379,-1.272,-0.237
1.15,-1.174,-0.28
1.609,-1.242,-0.348
1.151,-1.556,-0.566
1.15,-1.503,-0.392
1.61,-1.459,-0.328
1.15,-1.144,-0.146
0.689,-1.144,-0.109
0.919,-1.144,-0.04
1.15,-1.159,0.006
1.15,-0.898,0.032
0.92,-0.8,-0.175
0.92,-0.898,-0.085
1.148,-1.025,-0.082
0.92,-1.1,-0.038
1.38,-1.197,0.135
1.38,-0.913,0.221
1.15,-0.598,0.044
1.15,-0.554,-0.109
1.15,-0.658,-0.127
1.379,-0.785,-0.07
1.15,-0.785,0.115
1.15,-0.8,0.123
1.15,-0.658,0.28
0.689,-0.568,0.132
0.919,-0.396,0.266
0.459,-0.269,0.132
1.15,-0.097,-0.048
1.15,-0.022,-0.101
0.92,0,-0.317
1.379,0,-0.227
1.379,0.015,-0.317
1.148,0.06,-0.367
1.15,0.06,-0.319
1.148,0,-0.272
1.15,-0.052,-0.138
0.919,0,-0.048
1.15,0.075,0.043
1.15,0.075,0.043
1.15,0.075,0.043
0.689,0.075,0.311
0.689,0.075,0.28
0.919,0.135,0.458
0.689,0.307,0.353
1.15,0.434,0.433
0.689,0.359,0.488
1.15,0.322,0.376
1.15,0.479,0.369
1.15,0.479,0.325
1.378,0.591,0.408
1.378,0.576,0.389
1.15,0.576,0.537
0.919,0.434,0.511
1.609,0.531,0.779
0.92,0.778,0.856
1.609,0.965,0.581
0.919,0.92,0.33
1.609,0.95,0.381
1.379,1.122,0.46
1.379,1.122,0.188
1.15,1.092,0.222
1.15,1.376,0.291
1.38,1.279,0.432
1.379,1.279,0.348
0.92,1.324,0.355
1.38,1.264,0.277
1.379,1.421,0.466
0.919,1.219,0.226
1.148,1.548,0.493
1.15,1.578,0.364
1.148,1.548,0.137
0.689,1.324,0.276
1.148,1.421,0.576
0.92,1.668,0.457
1.379,1.78,0.197
1.378,1.436,0.176
1.148,1.533,0.33
1.379,1.863,0.454
1.379,1.84,0.361
1.61,1.511,0.238
0.919,1.705,0.56
1.379,1.81,0.316
1.378,1.84,0.184
1.379,1.593,0.19
0.69,1.892,0.216
1.378,1.982,0.123
1.15,1.578,0.085
1.15,1.668,0.298
1.15,1.795,0.315
1.38,1.937,0.153
0.689,1.563,-0.022
1.61,1.69,0.117
1.15,1.907,0.042
0.689,1.638,0.083
1.15,1.511,0.077
0.69,1.69,0.073
1.379,1.84,0.127
1.148,1.496,0.07
1.15,0.494,0.083
1.379,0.531,0.073
1.15,0.546,0.057
1.38,0.449,0.042
1.148,0.419,0.134
1.379,0.389,-0.042
0.459,0.606,-0.043
1.148,0.516,-0.276
1.15,0.232,-0.289
1.15,-0.052,-0.122
1.38,-0.067,0.034
0.92,-0.037,0.026
1.148,-0.082,-0.037
1.15,-0.142,-0.042
0.689,-0.142,-0.109
0.92,-0.067,-0.115
1.38,-0.037,-0.187
1.15,-0.052,-0.295
0.459,-0.18,-0.262
0.919,-0.329,-0.311
1.379,-0.396,-0.222
0.92,-0.329,-0.453
1.148,-0.269,-0.345
1.15,-0.456,-0.579
1.38,-0.598,-0.521
0.689,-0.785,-0.417
0.92,-0.815,-0.233
0.459,-0.785,-0.283
1.15,-0.8,-0.286
1.15,-0.726,-0.361
0.69,-0.673,-0.454
1.609,-0.628,-0.569
1.15,-0.643,-0.67
1.379,-0.942,-0.66
1.608,-1.316,-0.49
1.15,-1.346,-0.211
0.919,-1.287,-0.222
1.379,-0.972,-0.277
1.379,-0.83,-0.499
0.919,-1.115,-0.739
1.379,-1.586,-0.51
1.38,-1.803,-0.165
1.15,-1.384,0.033
1.379,-1.055,-0.117
1.609,-1.257,-0.479
0.918,-1.646,-0.432
1.379,-1.833,-0.128
1.379,-1.399,-0.051
1.38,-1.316,-0.385
1.148,-1.459,-0.498
1.379,-1.885,-0.406
1.15,-1.728,-0.154
0.689,-1.489,-0.164
0.919,-1.414,-0.333
1.379,-1.93,-0.542
0.92,-1.915,-0.19
1.38,-1.571,-0.094
1.379,-1.503,-0.19
1.379,-1.9,-0.438
1.15,-1.818,-0.148
0.919,-1.586,-0.166
0.92,-1.803,-0.31
1.15,-1.885,-0.264
1.15,-1.743,-0.068
1.609,-1.556,-0.201
0.46,-1.803,-0.127
0.689,-1.833,-0.16
1.15,-1.661,-0.17
0.919,-1.556,-0.197
1.38,-1.848,-0.364
1.379,-1.773,-0.066
1.15,-1.616,-0.061
0.689,-1.571,-0.194
1.15,-1.788,-0.199
1.38,-1.818,-0.087
0.919,-1.444,0.021
0.69,-1.503,-0.132
1.379,-1.661,-0.12
1.15,-1.646,-0.04
1.38,-1.489,-0.06
0.689,-1.414,-0.11
1.15,-0.501,-0.074
1.379,-0.524,0.068
1.15,-0.426,0.168
0.919,-0.411,0.112
0.689,-0.209,0.178
0.918,-0.022,0.033
0.688,0.135,-0.059
1.379,0.12,-0.15
1.38,0.075,-0.062
0.69,-0.067,-0.016
1.15,-0.052,0.12
0.459,0.015,0.21
1.15,0.075,0.209
1.15,0.09,0.347
0.92,0.09,0.314
1.38,0.105,0.406
0.689,0.105,0.496
0.689,0.202,0.632
0.69,0.359,0.475
0.92,0.419,0.56
0.689,0.322,0.458
1.379,0.374,0.522
0.919,0.464,0.537
0.689,0.531,0.436
1.379,0.621,0.491
1.379,0.875,0.454
1.378,0.95,0.469
1.15,0.875,0.28
1.38,0.86,0.304
1.379,0.98,0.33
0.92,0.995,0.347
0.919,0.98,0.311
1.378,1.324,0.361
1.379,1.234,0.258
1.379,1.092,0.321
0.919,1.122,0.298
1.379,1.137,0.458
0.918,1.421,0.504
1.378,1.249,0.129
0.919,1.152,0.273
1.148,1.496,0.674
0.918,1.511,0.223
0.689,1.511,0.234
1.38,1.279,0.313
1.148,1.451,0.431
1.61,1.668,0.347
1.38,1.765,0.2
0.92,1.339,0.154
1.148,1.623,0.522
1.15,1.795,0.273
1.148,1.75,0.193
0.92,1.391,0.247
1.379,1.623,0.536
1.15,1.78,0.402
1.379,1.877,0.243
1.15,1.511,0.153
1.15,1.735,0.42
0.919,1.922,0.118
1.38,1.668,0.105
1.38,1.593,0.297
0.918,1.75,0.258
1.609,1.982,0.24
1.38,1.638,0.068
1.379,1.653,0.267
1.148,1.84,0.282
1.148,1.72,0.168
1.15,1.481,0.171
0.689,1.75,0.3
1.61,1.937,0.189
1.15,1.608,0
0.918,1.436,0.059
1.148,1.563,0.189
1.609,1.922,0.137
1.379,1.638,0.004
1.38,1.451,0.071
0.919,1.376,0.135
1.148,1.608,0.193
1.15,1.668,0.203
1.15,1.376,0.012
1.15,1.107,0.037
1.84,1.234,0.249
1.379,1.623,0.205
1.379,1.548,0.085
0.69,1.204,-0.111
0.46,0.965,0.198
1.379,1.047,0.308
1.148,1.294,0.201
1.379,1.219,-0.002
1.379,1.092,-0.028
1.381,0.935,0.111
1.379,0.808,0.039
0.92,0.86,0.077
1.38,0.98,0.05
1.38,-0.299,-0.596
1.379,-0.554,-0.575
1.15,-0.785,-0.33
0.918,-0.883,-0.223
1.61,-0.913,-0.244
1.379,-0.942,-0.201
0.689,-0.972,-0.194
1.379,-0.643,-0.228
1.15,-0.367,-0.608
1.609,-0.441,-0.825
1.608,-0.815,-1.038
1.148,-1.287,-0.56
1.609,-1.399,-0.265
1.379,-1.287,-0.148
1.378,-1.04,-0.188
0.69,-0.815,-0.342
1.15,-0.913,-0.734
1.378,-1.414,-0.769
1.611,-1.885,-0.117
1.148,-1.698,-0.049
1.15,-1.055,-0.126
1.609,-1.144,-0.409
0.919,-1.429,-0.571
1.611,-1.833,-0.314
1.15,-1.571,-0.133
1.61,-1.459,-0.225
0.919,-1.503,-0.291
0.919,-1.803,-0.364
1.38,-1.646,-0.126
1.38,-1.459,-0.251
1.61,-1.384,-0.475
1.842,-1.788,-0.49
1.148,-2.02,-0.138
1.379,-1.758,-0.07
1.15,-1.489,-0.116
1.379,-1.803,-0.168
1.381,-1.713,-0.162
1.379,-1.541,-0.254
1.38,-1.518,-0.302
1.15,-1.945,-0.427
1.38,-1.87,-0.067
1.38,-1.646,-0.148
0.689,-1.788,-0.317
1.15,-1.915,-0.214
1.15,-1.773,-0.085
0.92,-1.586,-0.039
1.38,-1.833,-0.216
1.379,-1.728,-0.103
0.919,-1.661,-0.094
1.15,-1.474,-0.115
1.15,-1.743,-0.284
0.69,-1.833,-0.046
0.918,-1.616,-0.079
0.689,-1.459,-0.043
1.15,-1.698,-0.192
0.69,-1.661,-0.009
1.15,-1.518,0.028
1.15,-1.429,-0.125
0.689,-1.474,-0.114
1.379,-1.429,-0.165
0.92,-1.444,-0.085
1.379,-1.159,0.024
1.15,-1.272,-0.22
0.919,-1.369,-0.035
0.689,-1.197,-0.154
0.92,-1.242,0.006
0.459,-1.197,0.032
0.69,-1.159,0.043
0.689,-1.174,-0.016
0.689,-0.883,0.023
1.38,-0.8,-0.122
1.15,-0.957,-0.088
0.46,-1.055,0.018
1.15,-1.174,0.19
1.15,-1.115,0.448
0.92,-0.658,0.37
0.459,-0.456,0.123
0.919,-0.426,-0.111
0.69,-0.524,-0.15
1.15,-0.568,-0.154
1.15,-0.598,0.164
1.61,0.98,0.305
1.379,1.122,0.374
0.919,1.107,0.111
1.609,1.137,0.354
1.38,1.406,0.447
0.689,1.309,0.393
1.379,1.279,0.348
0.92,1.309,0.356
1.609,1.391,0.455
1.378,1.496,0.518
1.15,1.324,0.381
1.378,1.735,0.673
1.38,1.705,0.342
1.379,1.578,0.295
0.689,1.481,0.208
1.609,1.84,0.52
1.608,1.952,0.199
0.919,1.638,0.238
1.84,1.81,0.521
0.919,2.035,0.435
1.15,1.907,0.215
1.38,1.668,0.287
1.379,1.967,0.719
1.148,2.222,0.342
0.92,1.877,0.153
0.919,2.064,0.345
0.919,2.237,0.378
0.92,1.907,0.077
0.689,2.012,0.201
1.379,2.394,0.408
1.379,1.982,0.092
1.148,2.109,0.277
1.15,2.296,0.276
0.919,1.81,0.085
1.148,2.139,0.306
1.379,2.394,0.027
0.689,1.892,-0.106
1.61,2.035,0.173
1.378,2.453,0.242
1.15,2.064,-0.005
1.15,1.892,0.133
1.611,2.169,0.115
1.609,2.139,0.154
1.61,1.668,0.033
1.379,1.72,0.313
1.15,2.296,0.47
1.379,1.863,-0.11
1.378,1.705,0.128
0.919,2.139,0.239
0.689,2.064,0.111
0.689,1.653,-0.096
1.15,1.84,0.071
1.15,1.78,0.084
0.689,1.72,0.12
1.15,1.623,0.026
0.689,1.533,0.142
1.15,1.376,0.173
1.15,1.623,0.266
1.15,1.563,0.131
1.15,1.466,0.109
1.379,1.264,0.087
1.15,1.361,0.156
1.15,1.376,0.048
1.15,1.339,-0.039
1.148,1.032,-0.027
1.381,0.823,-0.006
1.15,0.95,0.24
1.15,1.122,0.192
0.689,1.137,-0.092
1.379,1.107,-0.193
0.689,0.875,-0.25
0.689,0.666,-0.155
1.15,0.688,-0.068
1.15,0.763,-0.1
1.15,0.778,-0.111
1.378,0.531,-0.27
1.15,0.389,-0.19
1.15,0.322,-0.132
0.689,0.449,-0.101
0.92,0.389,-0.099
1.381,0.12,-0.272
1.379,-1.115,-0.292
0.919,-1.503,-0.674
1.38,-1.518,-0.284
0.919,-1.541,-0.222
1.379,-1.369,-0.254
1.61,-1.474,-0.455
1.15,-1.586,-0.433
1.38,-1.758,-0.399
0.918,-1.556,-0.3
0.918,-1.713,-0.45
1.379,-1.728,-0.347
1.38,-1.818,-0.321
1.379,-1.833,-0.271
1.379,-1.9,-0.367
0.919,-1.713,-0.347
1.38,-2.087,-0.416
1.611,-2.162,-0.187
1.379,-1.616,-0.16
1.84,-1.945,-0.566
0.689,-2.416,-0.276
1.38,-1.788,-0.065
1.611,-1.93,-0.427
1.84,-2.401,-0.314
1.379,-2.057,0.033
0.92,-1.99,-0.155
1.38,-2.229,-0.316
0.919,-2.177,-0.25
1.61,-1.885,-0.17
1.609,-2.005,-0.435
1.148,-2.401,-0.464
0.92,-2.117,-0.007
1.378,-1.945,-0.107
1.379,-2.229,-0.238
1.61,-2.02,-0.408
1.379,-2.117,-0.369
1.84,-2.319,-0.226
1.61,-2.132,-0.131
1.15,-2.042,0.081
0.689,-2.192,-0.212
1.15,-1.93,-0.021
1.609,-1.87,-0.044
0.689,-2.042,-0.112
1.151,-1.945,0.001
0.92,-1.646,-0.096
1.38,-1.87,-0.256
1.15,-2.02,-0.081
0.92,-1.788,-0.027
1.15,-1.631,0.043
1.378,-1.833,-0.192
1.379,-1.833,-0.143
0.689,-1.661,0.034
0.689,-1.646,-0.137
1.15,-1.661,0.004
0.919,-1.646,-0.013
1.15,-1.272,0.115
1.379,-1.369,0.023
0.689,-1.384,-0.033
1.38,-1.257,-0.01
1.15,-1.331,-0.002
1.15,-1.346,0.071
0.689,-1.444,0.132
0.69,-1.144,0.42
0.459,-0.957,0.237
1.148,-1.025,0.155
1.15,-0.987,0.19
1.15,-0.928,0.316
0.92,-0.898,0.282
0.459,-0.673,0.181
0.689,-0.426,0.197
0.689,-0.239,0.048
1.38,-0.299,-0.189
1.38,-0.367,-0.112
1.379,-0.329,-0.11
1.15,-0.381,-0.106
1.379,-0.284,0.17
1.379,-0.082,0.045
0.919,0.06,0.117
0.919,0.135,-0.193
1.378,0.12,0.073
1.15,0.03,0.072
0.69,0.015,0.071
1.15,1.421,0.337
1.608,1.593,0.519
1.15,1.81,0.537
1.38,1.877,0.376
1.148,1.466,0.225
1.61,1.863,0.67
1.61,2.079,0.688
1.15,1.892,0.171
1.611,1.863,0.19
1.378,1.937,0.365
0.919,2.035,0.365
1.379,1.892,0.287
1.609,2.237,0.28
0.919,2.154,0.081
1.38,1.922,0.162
1.609,2.079,0.227
1.379,2.266,0.314
1.15,1.877,0.057
0.919,2.124,0.448
0.919,2.207,0.208
1.378,1.863,0.168
1.84,2.237,0.497
2.07,2.356,0.602
1.609,1.967,0.148
1.609,2.169,0.491
1.379,2.453,0.228
1.15,1.982,-0.009
1.15,1.967,0.044
1.379,2.356,0.293
1.15,1.967,-0.04
0.689,1.668,-0.006
1.609,2.356,0.492
1.61,2.124,0.037
1.38,1.653,-0.042
0.92,2.064,0.415
1.379,2.094,0.01
1.378,1.78,0.039
1.379,1.825,0.123
1.15,1.877,0.165
0.919,1.84,0.054
1.379,1.69,0.045
0.689,1.69,0.06
1.38,1.496,0.093
1.38,1.705,0.273
1.15,1.638,-0.028
1.379,1.496,0
1.15,1.376,0.02
1.15,1.496,0.199
1.379,1.496,0.134
1.379,1.421,0.024
1.15,1.062,0.001
0.92,1.092,0.184
1.38,1.234,0.186
1.38,1.279,0.043
1.15,1.234,-0.189
1.379,0.92,-0.098
1.15,0.733,0.085
0.689,0.823,0.083
1.38,1.032,-0.028
1.15,0.98,-0.129
1.15,0.935,-0.323
1.15,0.733,-0.361
1.15,0.389,-0.123
1.378,0.217,0.02
1.15,0.307,0.101
1.379,0.374,0.134
0.92,0.262,-0.085
0.92,0.247,-0.168
0.69,0.15,-0.087
1.15,0,0.068
0.919,-0.142,-0.092
0.689,-0.142,-0.085
0.689,-0.097,-0.006
0.919,0.015,-0.164
1.15,0,-0.242
1.148,-0.037,-0.476
1.38,-0.112,-0.471
1.381,-0.194,-0.477
1.15,-0.314,-0.466
1.15,-0.441,-0.435
1.379,-0.396,-0.536
1.38,-1.96,-0.265
1.379,-1.728,-0.212
1.15,-1.885,-0.469
1.38,-2.177,-0.378
1.38,-1.9,-0.032
1.379,-1.713,-0.237
1.148,-2.334,-0.432
1.38,-2.229,0.035
1.378,-1.698,-0.083
1.378,-2.072,-0.565
1.379,-2.386,-0.343
1.379,-1.96,-0.032
1.15,-1.99,0
1.15,-2.214,-0.138
0.689,-1.96,-0.039
0.919,-1.743,-0.348
1.84,-2.117,-0.673
1.379,-2.304,-0.365
1.61,-2.005,-0.06
1.379,-2.162,-0.267
1.15,-2.214,-0.206
1.38,-1.9,-0.118
0.69,-2.162,-0.313
0.689,-2.147,-0.06
0.69,-1.93,-0.065
0.92,-1.93,-0.165
1.378,-2.147,-0.154
1.379,-1.99,-0.084
1.15,-1.833,-0.131
1.379,-2.072,-0.111
1.379,-1.915,0.087
1.38,-1.631,-0.024
1.15,-1.788,-0.227
1.379,-1.915,-0.078
1.15,-1.758,-0.081
0.69,-1.518,-0.037
1.84,-1.788,-0.2
1.15,-1.773,-0.066
0.689,-1.631,-0.013
1.15,-1.489,-0.042
1.15,-1.556,-0.034
1.15,-1.489,-0.208
1.609,-1.429,-0.084
0.92,-1.129,-0.061
1.15,-1.257,-0.044
1.15,-1.272,-0.027
1.15,-1.144,0.033
1.15,-1.257,0.16
1.15,-1.287,0.105
1.15,-1.302,0.245
0.69,-1.055,0.43
0.689,-0.696,0.266
1.379,-0.628,0.017
0.459,-0.711,0.002
1.379,-0.815,-0.013
1.379,-0.696,0.104
1.15,-0.613,0.165
0.92,-0.554,0.193
0.459,-0.583,0.195
0.92,-0.352,0.316
1.15,-0.224,0.046
1.379,-0.127,0.094
1.15,-0.082,0.187
0.689,0,-0.002
0.689,0.03,0.048
0.919,0.06,0.137
1.15,0.075,0.046
1.15,0.09,0.137
0.459,0.105,0.226
0.689,0.172,0.366
1.379,0.344,0.348
1.15,0.419,0.35
0.46,0.322,0.415
1.38,0.262,0.555
1.15,0.464,0.652
1.38,0.606,0.671
0.689,0.733,0.647
1.609,0.666,0.51
0.92,0.666,0.45
1.379,0.703,0.598
1.15,2.513,0.574
1.609,2.281,0.04
1.609,2.356,0.341
1.379,2.581,0.341
1.148,2.124,0.078
1.379,2.581,0.546
1.379,2.356,0.145
1.378,2.379,0.192
1.379,2.842,0.391
0.689,2.409,0.035
1.84,2.296,0.221
1.38,2.768,0.382
1.38,2.237,0.035
0.919,2.483,0.361
1.38,2.738,0.256
0.689,2.064,0.09
1.378,2.625,0.533
1.38,2.611,0.111
0.919,2.281,0.042
1.15,2.438,0.156
1.378,2.409,0.012
1.379,2.379,0.145
1.15,2.109,0.063
1.839,2.326,0.306
1.379,2.207,0.105
1.61,2.281,0.143
0.92,2.311,0.122
1.379,1.952,0.055
1.379,2.124,0.197
1.609,2.237,-0.04
0.689,1.863,-0.004
1.15,1.877,0.156
1.15,1.967,0.098
1.379,1.997,0.061
1.15,1.608,0.004
0.919,1.81,0.037
0.689,1.877,0.039
0.918,1.608,-0.002
0.92,1.511,-0.02
0.689,1.511,-0.04
0.92,1.623,-0.04
1.15,1.376,-0.129
0.69,1.122,-0.022
1.15,1.204,0.042
0.46,1.264,-0.048
1.611,1.451,-0.115
0.689,1.122,-0.243
0.92,0.92,-0.162
1.15,0.935,-0.245
1.15,0.98,-0.189
1.15,0.95,-0.222
1.379,0.875,-0.282
1.15,0.621,-0.377
1.15,0.247,-0.184
1.379,0.06,0.055
1.15,0.075,0.057
1.15,0.135,0.255
1.38,0.15,0.153
1.379,0.172,0.063
1.15,0.015,-0.079
1.15,-0.112,-0.027
0.689,-0.157,-0.029
1.15,-0.127,-0.121
1.379,-0.142,-0.266
1.38,-0.284,-0.251
1.15,-0.568,-0.197
1.61,-0.658,-0.192
1.15,-0.696,-0.186
1.15,-0.524,-0.19
0.92,-0.501,-0.349
1.61,-0.411,-0.464
1.148,-0.554,-0.69
1.15,-0.643,-0.699
1.379,-0.696,-0.736
1.15,-0.711,-0.826
1.378,-0.957,-0.739
1.609,-1.257,-0.627
0.92,-1.174,-0.361
0.919,-1.159,-0.527
1.84,-1.174,-0.562
1.15,-2.319,-0.183
0.919,-2.304,-0.393
1.839,-2.902,-0.454
1.15,-2.132,-0.155
1.15,-2.543,-0.383
1.609,-2.76,-0.189
0.689,-2.289,0.013
0.918,-2.491,-0.31
1.611,-2.588,-0.436
1.148,-2.274,-0.109
0.918,-2.633,-0.361
0.92,-2.633,-0.07
1.379,-2.274,-0.073
1.378,-2.543,-0.166
1.38,-2.192,-0.072
0.919,-2.476,-0.365
0.918,-2.401,0.02
1.15,-2.087,-0.115
1.15,-2.349,-0.286
0.919,-2.349,-0.087
1.379,-1.99,0.032
1.15,-2.259,0.046
1.148,-2.177,0.012
0.689,-1.848,-0.049
0.92,-2.005,0.015
1.379,-2.117,-0.083
1.38,-1.773,0.061
1.15,-1.698,-0.073
0.689,-1.848,0.004
0.919,-1.818,-0.087
1.379,-1.571,-0.035
0.919,-1.698,0.013
0.689,-1.713,-0.031
0.689,-1.788,0.155
0.92,-1.541,0.276
0.92,-1.661,0.199
0.92,-1.399,0.3
1.15,-1.346,0.231
1.151,-1.212,0.212
0.92,-1.159,0.131
0.689,-1.055,0.188
0.689,-0.755,0.267
0.69,-0.673,0.044
1.15,-0.77,-0.034
0.919,-0.883,0.057
1.15,-0.741,0.24
1.15,-0.643,0.199
1.378,-0.658,0.195
0.919,-0.486,0.313
1.15,-0.284,0.227
1.15,-0.209,0.048
1.379,-0.097,0.048
0.919,0.015,-0.042
1.15,0.045,-0.042
1.15,0.06,0.048
0.689,0.09,0.137
0.689,0.135,0.227
1.379,0.12,0.19
0.919,0.15,0.193
1.38,0.292,0.432
1.15,0.404,0.425
0.92,0.322,0.437
1.379,0.277,0.557
1.15,0.516,0.616
1.15,0.666,0.526
0.92,0.845,0.532
1.15,0.733,0.432
1.148,0.561,0.577
1.148,0.636,0.775
1.379,1.032,0.84
1.15,1.189,0.536
1.38,1.077,0.496
1.609,1.122,0.408
1.379,1.279,0.588
1.61,1.391,0.364
1.379,1.593,0.437
1.379,1.339,0.305
1.148,1.668,0.692
1.378,1.653,0.441
1.379,1.638,0.424
1.609,2.738,0.205
0.689,2.498,0.199
0.919,2.281,0.083
1.609,2.753,0.333
1.38,2.424,0.111
1.609,2.326,0.114
1.379,2.798,0.334
1.38,2.064,0.049
1.61,2.513,0.51
0.689,2.596,0.261
0.919,2.222,0.044
1.38,2.438,0.248
0.689,2.498,0.211
1.148,2.356,0.049
1.378,2.064,0.067
0.919,2.438,0.276
1.379,2.296,0.071
0.92,2.124,-0.062
1.379,2.311,0.093
1.15,2.139,0.062
0.459,1.863,-0.028
0.919,2.237,0.084
1.379,1.997,0.078
0.92,1.795,0.078
0.92,1.952,0.137
1.379,2.035,0.054
1.609,1.623,-0.087
0.919,1.735,0.111
1.15,1.825,-0.021
1.15,1.69,-0.012
0.919,1.406,0.106
0.689,1.496,-0.032
1.379,1.466,0.078
1.38,1.593,-0.032
1.148,1.204,-0.006
0.459,1.167,0.104
1.15,1.234,-0.046
0.69,1.361,-0.042
1.15,1.279,-0.238
0.689,0.95,-0.298
1.148,0.965,-0.065
1.15,0.98,-0.198
1.15,0.98,-0.365
0.459,0.823,-0.281
1.379,0.636,-0.275
1.15,0.419,-0.208
0.689,0.187,-0.123
0.92,0.06,0.175
1.15,0.015,0.175
1.15,-0.067,0.176
1.38,-0.157,0.267
1.15,-0.254,0.208
1.15,-0.209,0.271
0.689,0.015,-0.116
0.689,0.03,-0.045
1.15,-0.052,-0.277
1.15,-0.194,-0.676
1.148,-0.284,-0.35
0.919,-0.471,-0.313
1.609,-0.524,-0.332
0.919,-0.456,-0.261
0.689,-0.568,-0.422
0.918,-0.598,-0.428
1.15,-0.741,-0.503
0.689,-0.815,-0.463
1.38,-0.815,-0.511
1.15,-0.853,-0.516
1.38,-0.942,-0.604
1.609,-0.898,-0.695
1.378,-0.913,-0.671
1.61,-1.197,-0.731
1.148,-1.302,-0.487
0.919,-1.631,-0.436
1.15,-1.646,-0.342
1.38,-1.369,-0.369
1.148,-1.331,-0.564
1.609,-1.414,-0.588
1.609,-1.945,-0.779
1.378,-1.975,-0.232
0.689,-1.646,-0.255
1.15,-2.476,-0.144
1.148,-2.364,-0.105
1.379,-2.693,-0.286
1.148,-2.416,-0.013
0.919,-2.192,-0.131
1.148,-2.663,-0.519
1.61,-2.446,-0.094
0.92,-2.289,-0.101
1.379,-2.506,-0.167
1.15,-2.214,-0.11
1.84,-2.506,-0.101
0.689,-2.334,0.017
0.92,-2.02,-0.115
0.92,-2.259,-0.153
0.689,-2.259,-0.161
0.92,-1.975,-0.118
1.148,-2.259,-0.188
0.689,-2.177,-0.073
0.92,-1.848,-0.042
0.919,-2.087,-0.2
1.148,-2.229,-0.087
0.689,-1.743,0.114
1.148,-1.9,-0.132
1.15,-1.93,0.032
0.92,-1.833,0.049
0.689,-1.601,0.125
0.689,-1.646,-0.048
1.15,-1.571,0.048
1.379,-1.503,-0.02
1.15,-1.302,0.116
1.15,-1.646,0.049
0.919,-1.556,0.302
0.92,-1.541,0.302
0.459,-1.302,0.361
1.15,-1.197,0.222
1.148,-0.957,0.19
0.459,-0.711,0.112
1.15,-0.726,-0.082
1.15,-0.883,-0.087
0.689,-0.913,0.067
1.379,-0.755,0.221
0.918,-0.628,0.262
0.46,-0.643,0.281
1.38,-0.426,0.315
0.69,-0.239,0.227
0.689,-0.18,0.048
0.689,-0.097,0.048
1.38,0.015,-0.042
0.689,0.045,0.138
1.379,0.06,0
0.919,0.06,0.137
0.92,0.105,0.278
1.38,0.15,0.367
0.689,0.262,0.344
1.379,0.419,0.345
