I1,I2,I3
0.741,2.094,0.42
0.988,3.037,0.344
1.483,3.665,0.417
1.236,3.037,0.345
1.235,1.466,0.432
1.483,0.628,0.43
0.988,0.628,0.341
1.235,1.047,0.461
0.988,3.037,0.415
1.235,4.503,0.438
1.235,4.503,0.317
1.483,5.027,0.375
1.235,5.445,0.454
1.235,4.503,0.559
0.988,6.074,0.458
0.987,7.854,0.43
1.483,10.053,0.494
1.484,10.472,0.403
0.988,12.462,0.359
1.484,11.519,0.393
1.483,9.111,0.438
0.741,9.634,0.327
1.235,12.462,0.266
1.484,13.928,0.367
1.235,15.08,0.317
0.988,17.488,0.422
1.483,15.08,0.46
0.988,12.881,0.3
0.988,13.299,0.413
1.483,16.86,0.343
1.481,18.535,0.222
1.481,20.106,0.258
1.483,14.87,0.402
1.483,15.708,0.266
1.235,18.535,0.205
1.235,21.153,0.28
0.741,20.944,0.293
0.741,16.336,0.219
1.235,16.86,0.181
0.741,19.687,0.253
1.483,23.667,0.121
1.483,21.468,0.239
1.235,18.535,0.266
1.235,18.326,0.208
1.483,19.268,0.223
1.483,23.876,0.194
0.494,21.886,0.157
0.988,18.326,0.192
1.483,16.336,0.09
0.741,22.724,0.042
1.483,23.143,0.173
0.988,19.268,0.309
0.74,16.127,0.203
1.483,16.65,0.128
1.235,20.525,0.178
0.988,19.478,0.061
0.741,17.907,0.249
1.483,15.289,0.118
0.74,15.499,0.044
1.235,17.488,0.066
1.235,15.708,0.092
1.235,14.661,0.089
1.483,14.87,0.048
0.988,12.671,-0.012
1.235,13.09,0.062
0.988,13.299,0.088
0.741,8.273,0.052
1.483,6.912,-0.002
1.236,6.493,-0.092
0.741,6.912,-0.112
0.988,5.655,0.093
1.235,6.074,-0.132
0.741,5.864,-0.132
0.74,7.435,-0.051
0.741,8.901,-0.138
1.236,9.32,-0.19
0.988,8.063,-0.189
0.741,5.864,-0.06
0.741,1.676,-0.109
1.235,-2.513,0.043
1.483,-3.979,-0.039
1.483,-1.152,-0.188
1.483,0.628,-0.189
1.235,-0.733,-0.188
0.988,-1.78,-0.186
1.236,-1.361,-0.182
1.235,-1.152,-0.264
0.74,-0.942,-0.276
1.235,-0.942,-0.261
0.988,-1.571,-0.171
0.494,-3.142,-0.28
1.483,-3.77,-0.406
1.235,-3.142,-0.317
1.483,-0.733,-0.408
0.74,1.257,-0.363
1.483,1.466,-0.365
1.235,1.047,-0.276
1.235,-0.942,-0.496
0.987,-1.152,-0.364
0.741,-0.733,-0.272
1.235,0.209,-0.453
1.73,0.419,-0.497
1.235,0.209,-0.413
1.235,-0.524,-0.321
1.483,-0.314,-0.541
0.741,0,-0.406
0.988,0,-0.406
0.493,0,-0.544
0.494,0,-0.454
1.483,0,-0.406
1.235,0,-0.497
1.483,0,-0.45
1.236,0,-0.497
0.988,0,-0.454
1.483,0,-0.587
1.483,0,-0.497
1.235,0,-0.587
0.741,0,-0.497
1.235,0,-0.497
0.493,-0.524,-0.543
0.988,-0.314,-0.497
0.741,0,-0.543
0.986,0,-0.543
1.236,0,-0.406
1.235,0,-0.497
1.73,0,-0.453
0.741,0,-0.453
1.235,0,-0.543
0.988,0,-0.406
0.741,0,-0.543
0.988,0,-0.497
0.741,0,-0.453
0.988,0,-0.497
0.741,0,-0.453
0.988,0,-0.587
0.741,0,-0.497
0.741,0,-0.363
0.988,0,-0.497
0.988,0,-0.363
1.235,0,-0.406
0.988,0,-0.406
1.235,0,-0.36
0.741,0,-0.316
0.494,0,-0.406
0.988,0,-0.273
0.988,0.209,-0.364
1.235,0.209,-0.358
1.236,-0.314,-0.406
0.988,0,-0.226
1.235,0,-0.365
0.988,0,-0.316
0.989,0,-0.184
0.988,0,-0.226
1.235,0,-0.184
1.235,0,-0.275
1.483,0.209,-0.226
1.236,0.209,-0.226
0.741,0,-0.226
0.741,-0.314,-0.135
1.73,0,-0.135
1.235,0,-0.135
1.483,0.209,-0.225
0.988,0.209,-0.134
1.235,0.209,-0.096
0.989,-0.314,-0.096
1.236,0,-0.009
1.235,0,-0.009
1.237,0.209,-0.01
1.483,0.209,-0.046
0.74,0.209,-0.01
0.741,0,0.043
0.988,0,0.311
1.236,0,-0.168
0.741,0,0.023
0.988,0.209,-0.011
1.235,0.209,0.043
0.988,0.209,0.077
1.235,0,0.043
1.73,0,0.077
0.988,0.209,0.253
1.235,0.209,0.133
0.989,0.209,0.19
0.988,0.209,0.133
1.481,0.209,0.221
1.73,0.209,0.281
1.235,0.209,0.485
1.236,0.209,0.193
1.236,0.209,0.194
1.235,0.209,0.22
1.73,0.628,0.282
1.235,0.628,0.217
0.989,1.047,0.266
0.741,2.094,0.282
1.483,3.665,0.199
1.73,3.875,0.265
1.483,1.466,0.278
0.988,-0.524,0.496
0.988,-1.361,0.347
1.235,-1.571,0.435
1.481,-1.152,0.353
1.235,0.209,0.353
1.235,0.838,0.505
1.236,0.419,0.295
0.988,0.209,0.435
0.988,-0.524,0.42
0.74,-0.314,0.365
1.484,0,0.505
1.235,0,0.448
1.483,0,0.35
1.236,0,0.378
0.988,0,0.435
1.236,0,0.448
0.988,0,0.519
1.481,0,0.519
1.236,0,0.435
0.74,0,0.588
1.235,0,0.393
0.988,0,0.519
1.235,0,0.393
1.235,0,0.463
0.741,0,0.448
1.235,0,0.519
1.235,0,0.448
0.741,0,0.519
1.235,0,0.435
0.988,0,0.519
0.74,0,0.448
0.988,0,0.519
1.235,0,0.519
0.988,0,0.797
0.988,0,0.378
1.484,0,0.365
0.741,0,0.402
1.483,0,0.574
1.235,0,0.435
1.235,0,0.435
0.988,0,0.435
0.988,-0.314,0.421
1.236,0,0.448
0.988,0,0.435
1.236,0,0.378
1.235,0,0.421
1.235,0,0.35
1.235,0,0.519
1.235,0,0.267
1.235,-0.524,0.337
0.74,-0.314,0.293
1.235,-0.314,0.281
0.987,-0.314,0.302
1.483,0,0.352
0.741,0,0.22
0.988,0,0.208
0.741,0,0.28
1.483,0,0.342
0.988,-0.314,0.219
0.741,-0.314,0.208
0.494,-0.314,0.208
1.483,0,0.208
1.235,0,0.134
0.989,-0.524,0.125
1.235,-0.314,0.206
0.988,-0.314,0.125
0.741,-0.314,0.05
0.741,0,0.125
0.741,0,0.117
1.236,0,0.117
0.989,-0.524,0.049
0.741,-0.314,0.044
0.741,-0.314,0.12
1.481,-0.314,0.048
0.741,-0.314,0.043
1.235,-0.314,0.043
0.988,0,-0.033
1.236,0,-0.037
1.236,0,-0.111
1.235,-0.524,-0.11
1.235,-0.314,-0.11
0.741,-0.314,-0.11
0.988,-0.314,-0.11
1.236,-0.314,-0.189
1.235,-0.314,-0.11
0.741,0,-0.189
0.494,0,-0.111
1.235,-0.314,-0.187
0.741,-0.314,-0.187
0.988,-0.524,-0.189
1.235,-0.524,-0.261
0.988,-0.524,-0.271
1.483,-0.524,-0.183
0.741,-0.314,-0.265
0.988,-0.314,-0.355
0.988,-0.733,-0.253
1.235,-1.152,-0.275
1.236,-1.78,-0.363
0.741,-2.932,-0.339
1.235,-4.189,-0.314
1.483,-3.77,-0.317
1.235,-1.78,-0.317
0.988,0,-0.317
0.741,1.047,-0.408
0.741,1.466,-0.588
0.741,1.047,-0.364
1.235,0.628,-0.365
1.235,-0.733,-0.497
0.988,-0.942,-0.406
1.235,-0.524,-0.363
1.483,0,-0.498
0.988,0,-0.497
1.483,0,-0.497
1.235,0,-0.452
0.988,0,-0.453
0.494,0,-0.453
0.741,0,-0.453
0.494,0,-0.363
0.988,0,-0.453
1.483,0,-0.497
1.235,0,-0.497
1.483,0,-0.498
1.235,0,-0.453
0.741,0,-0.542
0.988,0,-0.453
1.235,0,-0.497
0.989,0,-0.632
0.988,0,-0.497
1.481,0,-0.497
1.235,0,-0.363
0.741,0,-0.453
1.483,0,-0.634
1.235,0,-0.497
1.235,0,-0.453
0.988,0,-0.542
0.494,0,-0.453
1.481,0,-0.587
0.988,0,-0.406
1.235,0,-0.497
1.73,0,-0.316
0.741,0,-0.316
1.73,0,-0.406
1.235,0,-0.497
1.73,0,-0.452
1.235,0,-0.272
1.235,0,-0.316
1.483,0,-0.406
1.235,0.209,-0.406
1.483,0.209,-0.406
1.235,0.209,-0.316
1.235,-0.314,-0.316
0.741,0,-0.316
0.74,0,-0.364
0.494,0,-0.406
1.236,0,-0.406
1.235,0,-0.273
0.741,0,-0.226
1.483,0.209,-0.406
0.988,0.209,-0.184
1.235,-0.314,-0.184
1.235,0,-0.316
1.235,0,-0.226
1.483,0.209,-0.135
1.235,0.209,-0.186
0.741,0.209,-0.186
1.483,0.209,-0.096
1.235,0.209,-0.134
0.988,-0.314,-0.134
1.236,0,0.043
0.988,0,-0.084
1.483,0,-0.009
1.483,0.209,-0.134
1.483,0.209,0.043
1.235,0.209,-0.046
0.989,0,0.079
1.483,0,0.007
1.235,0.209,0.043
0.741,0.209,0.01
1.235,0.209,0.043
1.483,0.419,0.253
1.235,0.209,0.222
1.483,0.209,0.192
1.235,0.209,0.221
1.235,0.209,0.221
0.494,0.209,0.192
1.235,0.419,0.194
1.483,0.628,0.107
0.988,0.628,0.197
1.235,1.257,0.266
1.235,2.618,0.282
1.73,4.084,0.349
1.235,4.084,0.365
1.483,1.676,0.402
1.235,0.838,0.54
1.235,0.628,0.424
1.236,0.628,0.45
1.483,1.885,0.356
1.235,3.665,0.4
1.483,3.875,0.701
1.235,4.084,0.399
1.235,5.864,0.406
1.235,7.645,0.53
1.236,8.063,0.627
0.741,7.645,0.453
0.741,6.702,0.596
0.988,8.273,0.463
1.481,12.462,0.413
1.235,12.252,0.541
1.236,10.053,0.596
1.483,10.472,0.454
1.483,15.08,0.723
1.483,17.907,0.42
1.483,18.535,0.576
1.73,18.535,0.392
0.988,15.289,0.568
0.741,17.698,0.586
1.483,20.106,0.605
1.728,23.353,0.513
1.483,23.143,0.591
1.483,20.735,0.444
1.235,25.761,0.511
1.73,27.122,0.435
0.987,22.515,0.397
0.988,26.075,0.363
1.73,29.74,0.502
1.235,28.484,0.454
1.979,27.122,0.275
0.988,31.73,0.365
1.483,29.112,0.486
1.483,29.95,0.38
1.235,35.919,0.347
0.988,30.159,0.454
1.73,31.521,0.342
1.728,38.118,0.485
1.235,32.777,0.442
0.988,31.94,0.492
1.73,39.794,0.45
1.481,32.987,0.261
1.235,39.375,0.303
0.988,36.966,0.303
