I0,I1,I2,I3,I4,I5,I6
0.000,0.495,0.000,0.013,0.000,0.000,0.000
0.000,0.744,0.000,0.094,0.000,0.000,0.000
0.000,1.489,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.010,0.000,0.000,0.000
0.000,1.734,0.000,0.098,0.000,0.000,0.000
0.000,1.487,0.000,-0.061,0.000,0.000,0.000
0.000,0.992,0.000,0.021,0.000,0.000,0.000
0.000,1.486,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,-0.061,0.000,0.000,0.000
0.000,0.744,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.010,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,0.002,0.000,0.000,0.000
0.000,0.744,0.000,0.098,0.000,0.000,0.000
0.000,1.238,0.000,0.101,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.486,0.000,0.098,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,-0.066,0.000,0.000,0.000
0.000,0.991,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,-0.066,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.238,0.000,-0.070,0.000,0.000,0.000
0.000,1.240,0.000,0.101,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.744,0.000,-0.061,0.000,0.000,0.000
0.000,1.238,0.000,0.021,0.000,0.000,0.000
0.000,0.743,0.000,0.098,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,1.489,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.089,0.000,0.000,0.000
0.000,0.744,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.991,0.000,-0.057,0.000,0.000,0.000
0.000,0.744,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,-0.145,0.000,0.000,0.000
0.000,1.238,0.000,-0.061,0.000,0.000,0.000
0.000,1.486,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,0.098,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,0.089,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.021,0.000,0.000,0.000
0.000,1.238,0.000,-0.066,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,1.489,0.000,0.098,0.000,0.000,0.000
0.000,1.487,0.000,-0.061,0.000,0.000,0.000
0.000,0.990,0.000,0.013,0.000,0.000,0.000
0.000,0.495,0.000,0.021,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,1.488,0.000,-0.061,0.000,0.000,0.000
0.000,0.495,0.000,0.017,0.000,0.000,0.000
0.000,0.744,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.744,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,-0.142,0.000,0.000,0.000
0.000,1.486,0.000,0.101,0.000,0.000,0.000
0.000,0.991,0.000,-0.066,0.000,0.000,0.000
0.000,1.489,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.990,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.488,0.000,-0.142,0.000,0.000,0.000
0.000,1.736,0.000,0.021,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,-0.061,0.000,0.000,0.000
0.000,1.487,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,-0.057,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.495,0.000,0.017,0.000,0.000,0.000
0.000,1.489,0.000,0.101,0.000,0.000,0.000
0.000,1.737,0.000,0.094,0.000,0.000,0.000
0.000,1.487,0.000,-0.142,0.000,0.000,0.000
0.000,1.736,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,-0.066,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.021,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.489,0.000,0.098,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,-0.057,0.000,0.000,0.000
0.000,0.992,0.000,0.010,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.098,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,0.743,0.000,0.010,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,-0.061,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.010,0.000,0.000,0.000
0.000,0.744,0.000,-0.057,0.000,0.000,0.000
0.000,1.240,0.000,-0.057,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.744,0.000,0.021,0.000,0.000,0.000
0.000,0.992,0.000,-0.066,0.000,0.000,0.000
0.000,1.486,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,-0.142,0.000,0.000,0.000
0.000,0.744,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.021,0.000,0.000,0.000
0.000,0.248,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.021,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,0.496,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.495,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,1.487,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,0.002,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,1.488,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.101,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,0.098,0.000,0.000,0.000
0.000,1.486,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.010,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.021,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,-0.061,0.000,0.000,0.000
0.000,1.238,0.000,-0.066,0.000,0.000,0.000
0.000,1.487,0.000,0.094,0.000,0.000,0.000
0.000,0.991,0.000,-0.061,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,0.991,0.000,-0.145,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,-0.066,0.000,0.000,0.000
0.000,0.991,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,-0.061,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,0.247,0.000,0.021,0.000,0.000,0.000
0.000,0.992,0.000,0.010,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.089,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,-0.057,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,0.992,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.010,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.744,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,0.177,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,0.744,0.000,0.010,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,0.024,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.744,0.000,0.021,0.000,0.000,0.000
0.000,1.486,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.098,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.991,0.000,-0.061,0.000,0.000,0.000
0.000,0.742,0.000,0.017,0.000,0.000,0.000
0.000,1.489,0.000,-0.061,0.000,0.000,0.000
0.000,1.489,0.000,-0.061,0.000,0.000,0.000
0.000,1.486,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,-0.066,0.000,0.000,0.000
0.000,1.238,0.000,0.013,0.000,0.000,0.000
0.000,1.489,0.000,-0.066,0.000,0.000,0.000
0.000,1.488,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.744,0.000,0.017,0.000,0.000,0.000
0.000,1.486,0.000,0.010,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,0.992,0.000,-0.066,0.000,0.000,0.000
0.000,0.991,0.000,0.017,0.000,0.000,0.000
0.000,1.238,0.000,-0.061,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.495,0.000,-0.061,0.000,0.000,0.000
0.000,1.487,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.050,0.000,0.000,0.000
0.000,1.238,0.000,0.251,0.000,0.000,0.000
0.000,0.743,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.101,0.000,0.000,0.000
0.000,0.495,0.000,0.017,0.000,0.000,0.000
0.000,0.248,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,0.496,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,0.495,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,-0.061,0.000,0.000,0.000
0.000,0.743,0.000,-0.070,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.098,0.000,0.000,0.000
0.000,1.486,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.013,0.000,0.000,0.000
0.000,0.495,0.000,-0.066,0.000,0.000,0.000
0.000,0.992,0.000,0.017,0.000,0.000,0.000
0.000,1.487,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,0.743,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,-0.061,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,0.495,0.000,0.013,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,0.743,0.000,-0.066,0.000,0.000,0.000
0.000,1.240,0.000,0.017,0.000,0.000,0.000
0.000,1.240,0.000,0.013,0.000,0.000,0.000
0.000,1.238,0.000,0.017,0.000,0.000,0.000
0.000,0.495,0.209,0.170,0.000,0.000,0.000
0.000,1.487,0.209,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,-0.314,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,1.240,-0.314,0.099,0.000,0.000,0.000
0.000,1.240,0.000,0.168,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,0.743,0.000,0.099,0.000,0.000,0.000
0.000,0.743,0.000,0.088,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.168,0.000,0.000,0.000
0.000,0.495,0.000,0.164,0.000,0.000,0.000
0.000,1.487,0.000,0.175,0.000,0.000,0.000
0.000,0.992,0.000,0.179,0.000,0.000,0.000
0.000,1.487,0.000,0.099,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,0.743,0.000,0.012,0.000,0.000,0.000
0.000,0.743,0.000,0.099,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.105,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.489,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.168,0.000,0.000,0.000
0.000,0.744,0.000,0.088,0.000,0.000,0.000
0.000,1.240,0.000,0.088,0.000,0.000,0.000
0.000,1.736,0.000,0.088,0.000,0.000,0.000
0.000,0.992,0.000,0.164,0.000,0.000,0.000
0.000,0.743,0.000,0.175,0.000,0.000,0.000
0.000,1.238,0.000,0.077,0.000,0.000,0.000
0.000,1.735,0.000,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.018,0.000,0.000,0.000
0.000,0.991,0.000,0.099,0.000,0.000,0.000
0.000,1.486,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.083,0.000,0.000,0.000
0.000,1.238,0.000,0.094,0.000,0.000,0.000
0.000,1.488,0.000,0.168,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,1.486,0.000,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,0.992,0.000,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.088,0.000,0.000,0.000
0.000,0.991,0.000,0.175,0.000,0.000,0.000
0.000,0.992,0.000,0.099,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.175,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,1.238,0.000,0.175,0.000,0.000,0.000
0.000,1.238,0.000,0.175,0.000,0.000,0.000
0.000,0.990,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.007,0.000,0.000,0.000
0.000,0.496,0.000,0.175,0.000,0.000,0.000
0.000,1.238,0.000,0.168,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,0.991,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.099,0.000,0.000,0.000
0.000,1.240,0.000,0.012,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.744,0.000,0.168,0.000,0.000,0.000
0.000,0.991,0.000,0.168,0.000,0.000,0.000
0.000,0.991,0.000,0.012,0.000,0.000,0.000
0.000,0.743,0.000,0.007,0.000,0.000,0.000
0.000,0.495,0.000,0.088,0.000,0.000,0.000
0.000,1.240,0.000,0.175,0.000,0.000,0.000
0.000,1.486,0.000,0.088,0.000,0.000,0.000
0.000,0.743,0.000,0.179,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,1.238,0.000,0.179,0.000,0.000,0.000
0.000,0.744,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,1.489,0.000,0.094,0.000,0.000,0.000
0.000,0.991,0.000,0.168,0.000,0.000,0.000
0.000,0.496,0.000,0.179,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,0.495,0.000,0.094,0.000,0.000,0.000
0.000,1.240,0.000,0.088,0.000,0.000,0.000
0.000,0.991,0.000,0.088,0.000,0.000,0.000
0.000,1.240,0.000,0.094,0.000,0.000,0.000
0.000,0.992,0.000,0.094,0.000,0.000,0.000
0.000,1.487,0.000,0.038,0.000,0.000,0.000
0.000,0.743,0.000,0.094,0.000,0.000,0.000
0.000,1.487,0.000,0.179,0.000,0.000,0.000
