I0,I1,I2,I3,I4,I5,I6
0.000,2.549,186.192,0.442,0.000,0.000,0.000
0.000,2.975,186.401,0.189,0.000,0.000,0.000
0.000,3.191,186.401,0.623,0.000,0.000,0.000
0.000,2.978,185.773,0.481,0.000,0.000,0.000
0.000,2.976,182.945,0.214,0.000,0.000,0.000
0.000,3.612,188.600,0.468,0.000,0.000,0.000
0.000,3.186,189.019,0.458,0.000,0.000,0.000
0.000,3.188,187.134,0.262,0.000,0.000,0.000
0.000,3.823,187.134,0.392,0.000,0.000,0.000
0.000,3.612,185.354,0.610,0.000,0.000,0.000
0.000,3.403,187.972,0.157,0.000,0.000,0.000
0.000,3.403,189.962,0.438,0.000,0.000,0.000
0.000,3.406,191.951,0.486,0.000,0.000,0.000
0.000,2.978,187.344,0.511,0.000,0.000,0.000
0.000,3.188,187.972,0.497,0.000,0.000,0.000
0.000,3.191,186.925,0.188,0.000,0.000,0.000
0.000,2.978,185.773,0.419,0.000,0.000,0.000
0.000,3.403,184.411,0.400,0.000,0.000,0.000
0.000,3.614,190.590,0.515,0.000,0.000,0.000
0.000,3.186,191.951,0.475,0.000,0.000,0.000
0.000,3.186,189.962,0.090,0.000,0.000,0.000
0.000,3.189,189.333,0.354,0.000,0.000,0.000
0.000,3.191,187.134,0.571,0.000,0.000,0.000
0.000,3.616,188.810,0.255,0.000,0.000,0.000
0.000,3.612,190.381,0.468,0.000,0.000,0.000
0.000,3.400,193.417,0.182,0.000,0.000,0.000
0.000,2.765,194.150,0.585,0.000,0.000,0.000
0.000,3.398,193.208,0.132,0.000,0.000,0.000
0.000,3.191,189.543,0.540,0.000,0.000,0.000
0.000,2.978,189.333,0.243,0.000,0.000,0.000
0.000,3.191,187.134,0.551,0.000,0.000,0.000
0.000,3.616,190.381,0.251,0.000,0.000,0.000
0.000,3.188,190.171,0.487,0.000,0.000,0.000
0.000,3.188,189.019,0.427,0.000,0.000,0.000
0.000,3.829,189.752,0.347,0.000,0.000,0.000
0.000,3.616,188.600,0.499,0.000,0.000,0.000
0.000,3.829,188.181,0.251,0.000,0.000,0.000
0.000,3.188,189.333,0.494,0.000,0.000,0.000
0.000,3.403,191.742,0.217,0.000,0.000,0.000
0.000,2.549,189.962,0.470,0.000,0.000,0.000
0.000,2.978,190.799,0.356,0.000,0.000,0.000
0.000,2.764,189.962,0.446,0.000,0.000,0.000
0.000,3.402,188.600,0.464,0.000,0.000,0.000
0.000,3.400,187.553,0.448,0.000,0.000,0.000
0.000,3.825,195.617,0.145,0.000,0.000,0.000
0.000,3.400,194.569,0.430,0.000,0.000,0.000
0.000,3.188,193.836,0.383,0.000,0.000,0.000
0.000,3.400,193.836,0.496,0.000,0.000,0.000
0.000,4.043,195.617,0.460,0.000,0.000,0.000
0.000,3.188,196.559,0.200,0.000,0.000,0.000
0.000,2.764,195.198,0.470,0.000,0.000,0.000
0.000,3.403,192.789,0.304,0.000,0.000,0.000
0.000,2.765,190.381,0.380,0.000,0.000,0.000
0.000,2.764,191.428,0.326,0.000,0.000,0.000
0.000,3.403,192.789,0.406,0.000,0.000,0.000
0.000,4.256,195.198,0.404,0.000,0.000,0.000
0.000,3.191,191.951,0.210,0.000,0.000,0.000
0.000,3.616,190.590,0.513,0.000,0.000,0.000
0.000,3.616,189.962,0.126,0.000,0.000,0.000
0.000,3.400,188.810,0.465,0.000,0.000,0.000
0.000,2.971,191.428,0.012,0.000,0.000,0.000
0.000,3.400,192.161,0.403,0.000,0.000,0.000
0.000,2.765,195.198,0.344,0.000,0.000,0.000
0.000,2.765,195.407,0.476,0.000,0.000,0.000
0.000,3.612,192.580,0.560,0.000,0.000,0.000
0.000,2.975,191.428,0.160,0.000,0.000,0.000
0.000,2.978,192.580,0.551,0.000,0.000,0.000
0.000,3.189,192.161,0.306,0.000,0.000,0.000
0.000,3.400,195.826,0.168,0.000,0.000,0.000
0.000,2.974,193.836,1.190,0.000,0.000,0.000
0.000,3.191,192.370,0.137,0.000,0.000,0.000
0.000,3.616,191.218,0.504,0.000,0.000,0.000
0.000,2.976,189.962,0.471,0.000,0.000,0.000
0.000,3.830,189.752,0.204,0.000,0.000,0.000
0.000,3.188,191.009,0.510,0.000,0.000,0.000
0.000,3.188,189.962,0.602,0.000,0.000,0.000
0.000,3.191,189.019,0.187,0.000,0.000,0.000
0.000,3.616,192.370,0.450,0.000,0.000,0.000
0.000,3.403,191.428,0.321,0.000,0.000,0.000
0.000,3.191,192.161,0.481,0.000,0.000,0.000
0.000,3.189,191.218,0.453,0.000,0.000,0.000
0.000,3.829,194.360,0.278,0.000,0.000,0.000
0.000,2.764,192.580,0.369,0.000,0.000,0.000
0.000,3.403,190.799,0.146,0.000,0.000,0.000
0.000,3.830,189.962,0.514,0.000,0.000,0.000
0.000,3.618,188.391,0.464,0.000,0.000,0.000
0.000,3.612,187.972,0.264,0.000,0.000,0.000
0.000,3.402,188.600,0.576,0.000,0.000,0.000
0.000,3.188,187.134,0.492,0.000,0.000,0.000
0.000,2.975,187.344,0.229,0.000,0.000,0.000
0.000,3.188,189.333,0.582,0.000,0.000,0.000
0.000,2.761,187.553,0.460,0.000,0.000,0.000
0.000,2.975,190.799,0.453,0.000,0.000,0.000
0.000,3.194,213.419,0.464,0.000,0.000,0.000
0.000,3.400,190.171,0.160,0.000,0.000,0.000
0.000,3.191,191.009,0.454,0.000,0.000,0.000
0.000,3.188,191.428,0.336,0.000,0.000,0.000
0.000,3.616,192.999,0.165,0.000,0.000,0.000
0.000,3.400,193.208,0.391,0.000,0.000,0.000
0.000,3.186,191.009,0.419,0.000,0.000,0.000
0.000,3.403,192.161,0.525,0.000,0.000,0.000
0.000,2.974,194.150,0.382,0.000,0.000,0.000
0.000,3.186,193.208,0.289,0.000,0.000,0.000
0.000,2.762,189.962,0.348,0.000,0.000,0.000
0.000,2.976,187.972,0.486,0.000,0.000,0.000
0.000,3.400,188.600,0.283,0.000,0.000,0.000
0.000,2.976,190.171,0.499,0.000,0.000,0.000
0.000,3.402,191.951,0.424,0.000,0.000,0.000
0.000,3.611,194.150,0.393,0.000,0.000,0.000
0.000,2.974,192.161,0.425,0.000,0.000,0.000
0.000,3.188,192.161,0.317,0.000,0.000,0.000
0.000,2.974,192.161,0.477,0.000,0.000,0.000
0.000,2.978,191.428,0.414,0.000,0.000,0.000
0.000,3.612,192.999,0.514,0.000,0.000,0.000
0.000,3.612,194.150,0.688,0.000,0.000,0.000
0.000,3.616,192.580,0.409,0.000,0.000,0.000
0.000,2.762,189.752,0.062,0.000,0.000,0.000
0.000,2.761,187.553,0.424,0.000,0.000,0.000
0.000,3.403,188.600,0.470,0.000,0.000,0.000
0.000,3.403,189.962,0.435,0.000,0.000,0.000
0.000,3.189,191.218,0.474,0.000,0.000,0.000
0.000,3.400,187.972,0.288,0.000,0.000,0.000
0.000,3.612,189.019,0.544,0.000,0.000,0.000
0.000,3.189,188.600,0.433,0.000,0.000,0.000
0.000,3.612,193.836,0.499,0.000,0.000,0.000
0.000,3.612,192.999,0.486,0.000,0.000,0.000
0.000,3.403,194.569,0.371,0.000,0.000,0.000
0.000,3.612,195.407,0.094,0.000,0.000,0.000
0.000,3.189,194.779,0.396,0.000,0.000,0.000
0.000,3.191,191.951,0.448,0.000,0.000,0.000
0.000,2.764,189.962,0.439,0.000,0.000,0.000
0.000,3.191,191.218,0.404,0.000,0.000,0.000
0.000,2.761,192.580,0.653,0.000,0.000,0.000
0.000,3.191,194.779,0.364,0.000,0.000,0.000
0.000,3.400,191.428,0.469,0.000,0.000,0.000
0.000,3.400,190.590,0.342,0.000,0.000,0.000
0.000,3.188,190.171,0.320,0.000,0.000,0.000
0.000,3.400,188.810,0.466,0.000,0.000,0.000
0.000,3.616,188.810,0.204,0.000,0.000,0.000
0.000,3.830,189.019,0.348,0.000,0.000,0.000
0.000,3.612,194.779,0.311,0.000,0.000,0.000
0.000,2.975,194.988,0.372,0.000,0.000,0.000
0.000,2.975,191.428,0.593,0.000,0.000,0.000
0.000,2.978,189.752,0.272,0.000,0.000,0.000
0.000,3.188,190.590,0.511,0.000,0.000,0.000
0.000,3.398,191.428,0.531,0.000,0.000,0.000
0.000,2.976,193.836,0.499,0.000,0.000,0.000
0.000,2.974,190.381,0.420,0.000,0.000,0.000
0.000,3.398,189.333,0.172,0.000,0.000,0.000
0.000,3.186,188.391,0.406,0.000,0.000,0.000
0.000,2.761,187.344,0.422,0.000,0.000,0.000
0.000,3.616,187.134,0.358,0.000,0.000,0.000
0.000,4.041,186.401,0.326,0.000,0.000,0.000
0.000,2.974,184.935,0.411,0.000,0.000,0.000
0.000,3.611,185.563,0.411,0.000,0.000,0.000
0.000,3.188,190.171,0.636,0.000,0.000,0.000
0.000,2.975,187.972,0.162,0.000,0.000,0.000
0.000,2.978,189.019,0.400,0.000,0.000,0.000
0.000,2.975,190.171,0.527,0.000,0.000,0.000
0.000,3.189,191.742,0.394,0.000,0.000,0.000
0.000,3.188,187.553,0.538,0.000,0.000,0.000
0.000,4.041,188.391,0.443,0.000,0.000,0.000
0.000,3.612,188.391,0.193,0.000,0.000,0.000
0.000,2.761,187.344,0.494,0.000,0.000,0.000
0.000,3.400,187.344,0.378,0.000,0.000,0.000
0.000,3.829,185.563,0.118,0.000,0.000,0.000
0.000,3.612,184.411,0.355,0.000,0.000,0.000
0.000,3.611,186.192,0.483,0.000,0.000,0.000
0.000,3.191,190.381,0.378,0.000,0.000,0.000
0.000,3.191,189.752,0.496,0.000,0.000,0.000
0.000,2.975,189.543,0.292,0.000,0.000,0.000
0.000,3.191,187.134,0.320,0.000,0.000,0.000
0.000,3.188,190.171,0.378,0.000,0.000,0.000
0.000,2.975,187.134,0.372,0.000,0.000,0.000
0.000,3.612,188.810,0.400,0.000,0.000,0.000
0.000,3.612,188.181,0.260,0.000,0.000,0.000
0.000,3.188,186.611,0.482,0.000,0.000,0.000
0.000,3.607,187.344,0.487,0.000,0.000,0.000
0.000,3.403,185.773,0.104,0.000,0.000,0.000
0.000,3.402,185.354,0.396,0.000,0.000,0.000
0.000,3.829,186.611,0.449,0.000,0.000,0.000
0.000,3.616,191.009,0.386,0.000,0.000,0.000
0.000,3.186,190.381,0.388,0.000,0.000,0.000
0.000,2.978,190.171,0.205,0.000,0.000,0.000
0.000,3.186,188.181,0.422,0.000,0.000,0.000
0.000,3.400,187.553,0.543,0.000,0.000,0.000
0.000,3.186,188.391,0.190,0.000,0.000,0.000
0.000,3.825,192.789,0.563,0.000,0.000,0.000
0.000,3.616,189.333,0.277,0.000,0.000,0.000
0.000,3.188,188.391,0.380,0.000,0.000,0.000
0.000,3.400,188.810,0.205,0.000,0.000,0.000
0.000,3.612,188.391,0.430,0.000,0.000,0.000
0.000,3.188,187.553,0.497,0.000,0.000,0.000
0.000,3.829,188.181,0.392,0.000,0.000,0.000
0.000,3.398,191.009,0.425,0.000,0.000,0.000
0.000,3.188,189.752,-0.001,0.000,0.000,0.000
0.000,3.191,190.799,0.408,0.000,0.000,0.000
0.000,3.191,189.019,0.214,0.000,0.000,0.000
0.000,3.191,187.344,0.417,0.000,0.000,0.000
0.000,3.612,185.563,0.426,0.000,0.000,0.000
0.000,3.612,191.951,0.435,0.000,0.000,0.000
0.000,3.403,192.789,0.468,0.000,0.000,0.000
0.000,3.402,191.009,0.142,0.000,0.000,0.000
0.000,3.186,194.360,0.494,0.000,0.000,0.000
0.000,3.611,196.245,0.546,0.000,0.000,0.000
0.000,3.188,197.187,0.454,0.000,0.000,0.000
0.000,3.400,196.768,0.468,0.000,0.000,0.000
0.000,3.611,195.826,0.350,0.000,0.000,0.000
0.000,3.188,194.150,0.597,0.000,0.000,0.000
0.000,3.825,196.559,0.464,0.000,0.000,0.000
0.000,3.825,196.768,0.374,0.000,0.000,0.000
0.000,3.611,200.643,0.182,0.000,0.000,0.000
0.000,3.830,200.434,0.532,0.000,0.000,0.000
0.000,3.611,199.177,0.397,0.000,0.000,0.000
0.000,3.611,199.805,0.486,0.000,0.000,0.000
0.000,3.400,200.224,0.455,0.000,0.000,0.000
0.000,3.619,196.035,0.042,0.000,0.000,0.000
0.000,3.191,196.035,0.483,0.000,0.000,0.000
0.000,3.400,196.768,0.295,0.000,0.000,0.000
0.000,4.469,195.617,0.299,0.000,0.000,0.000
0.000,3.825,196.978,0.505,0.000,0.000,0.000
0.000,3.188,196.559,0.643,0.000,0.000,0.000
0.000,3.395,198.025,0.352,0.000,0.000,0.000
0.000,3.823,201.586,0.414,0.000,0.000,0.000
0.000,3.186,202.842,0.361,0.000,0.000,0.000
0.000,3.191,202.842,0.286,0.000,0.000,0.000
0.000,3.188,200.434,0.608,0.000,0.000,0.000
0.000,3.611,200.643,0.356,0.000,0.000,0.000
0.000,3.616,200.852,0.242,0.000,0.000,0.000
0.000,4.256,196.245,0.391,0.000,0.000,0.000
0.000,4.041,198.234,0.229,0.000,0.000,0.000
0.000,3.618,198.025,0.405,0.000,0.000,0.000
0.000,3.612,199.805,0.530,0.000,0.000,0.000
0.000,3.188,197.606,0.405,0.000,0.000,0.000
0.000,3.188,197.816,0.283,0.000,0.000,0.000
0.000,4.041,199.805,0.254,0.000,0.000,0.000
0.000,4.036,203.261,0.480,0.000,0.000,0.000
0.000,3.830,203.261,0.323,0.000,0.000,0.000
0.000,3.611,201.586,0.345,0.000,0.000,0.000
0.000,4.041,201.795,0.480,0.000,0.000,0.000
0.000,3.616,199.596,0.132,0.000,0.000,0.000
0.000,3.403,196.978,0.275,0.000,0.000,0.000
0.000,3.400,194.779,0.474,0.000,0.000,0.000
0.000,4.037,193.836,0.587,0.000,0.000,0.000
0.000,3.400,198.234,0.250,0.000,0.000,0.000
0.000,4.041,198.234,0.651,0.000,0.000,0.000
0.000,3.827,197.816,0.634,0.000,0.000,0.000
0.000,3.829,199.177,0.228,0.000,0.000,0.000
0.000,3.188,202.842,0.334,0.000,0.000,0.000
0.000,3.400,204.622,0.276,0.000,0.000,0.000
0.000,3.823,204.832,0.365,0.000,0.000,0.000
0.000,3.400,200.224,0.424,0.000,0.000,0.000
0.000,3.186,197.606,0.306,0.000,0.000,0.000
