I1,I2,I3
8.687,477.208,0.363
9.691,478.988,0.829
8.197,477.627,0.577
8.687,475.428,0.57
9.936,476.998,0.774
8.204,474.171,0.807
8.187,477.941,0.507
9.198,477.208,0.494
8.446,475.218,0.553
7.694,479.407,0.205
9.447,473.962,0.211
8.95,478.15,0.77
7.952,477.208,0.256
9.198,478.15,0.325
8.452,480.35,0.721
7.7,477.208,-0.034
9.447,476.161,0.671
8.942,477.208,0.863
7.955,473.333,0.309
9.936,474.59,0.327
8.452,475.951,0.239
8.701,473.543,-0.104
7.694,478.36,0.139
8.446,475.009,0.208
8.942,479.616,0.377
7.452,478.15,0.415
8.942,474.799,0.262
9.439,477.417,0.668
7.694,474.171,0.315
9.191,474.59,0.752
8.942,477.417,0.671
7.452,475.218,0.71
8.935,476.789,0.807
8.942,477.627,0.588
7.694,474.38,0.471
8.935,478.36,0.588
8.439,474.171,0.127
8.191,478.36,-0.26
8.942,476.58,-0.056
9.191,473.752,-0.016
7.7,477.417,0.475
8.439,474.38,0.225
8.932,476.161,0.5
8.935,477.941,0.492
8.446,477.627,-0.061
8.942,478.15,0.582
8.935,478.779,-0.021
8.946,474.799,0.206
8.694,477.417,0.787
9.691,473.962,0.433
8.439,477.941,0.616
8.191,476.58,0.868
9.18,474.171,0.721
8.953,480.559,0.535
7.942,473.752,0.789
9.688,476.789,0.306
7.949,477.941,0.375
7.949,474.799,0.342
10.437,474.59,0.742
8.204,476.161,0.033
8.701,472.6,0.217
9.428,475.428,0.396
8.452,472.81,-0.151
8.694,476.998,0.06
7.204,476.58,0.623
8.456,473.962,0.465
8.446,480.768,0.228
7.452,473.752,0.765
8.942,476.58,0.392
8.439,476.58,0.602
7.707,472.81,0.219
8.687,472.6,0.598
8.452,474.799,0.087
7.458,472.391,-0.15
8.439,475.951,0.421
8.197,472.181,-0.299
7.707,476.58,0.011
7.7,475.742,0.763
7.949,473.962,0.671
7.949,478.988,0.721
7.198,473.333,0.842
8.687,474.38,0.675
8.191,474.38,0.477
7.949,471.134,-0.006
8.187,472.181,0.236
8.197,474.171,0.139
8.439,471.344,0.433
7.204,478.36,0.769
7.955,473.019,0.549
8.942,474.799,0.281
8.446,473.962,0.681
7.452,471.553,-0.204
8.446,471.972,0.302
8.446,472.391,-0.182
7.949,469.773,0.437
7.949,473.333,0.762
9.191,469.773,-0.137
8.694,474.171,-0.021
7.7,473.333,0.582
9.198,471.972,0.742
9.451,473.752,0.625
7.707,471.763,0.145
9.191,469.773,0.035
8.197,471.972,0.573
7.707,468.726,0.35
8.935,472.6,0.32
7.452,471.134,0.717
7.949,472.391,-0.16
8.439,474.38,0.115
8.95,472.6,0.164
7.955,471.553,0.676
7.942,473.333,-0.166
8.446,469.563,-0.284
7.694,474.38,0.913
8.197,471.972,0.519
8.687,472.181,0.383
7.942,474.171,0.051
7.949,470.192,0.297
8.942,469.773,0.502
8.191,472.6,0.259
7.949,470.192,-0.043
8.204,474.799,0.35
7.942,473.019,-0.098
7.942,473.752,0.334
7.949,473.333,0.835
8.191,467.783,0.703
8.694,466.736,-0.012
8.191,468.516,0.533
9.191,465.375,0.356
8.452,473.333,0.33
7.452,468.516,0.313
8.435,472.181,0.421
8.95,473.752,0.713
7.7,471.134,0.784
8.942,470.192,-0.048
9.439,470.192,0.031
7.452,466.527,0.386
8.694,471.553,0.634
8.191,466.527,-0.11
8.197,468.202,0.485
8.197,469.563,0.735
8.452,467.993,-0.117
8.694,471.972,0.038
7.955,470.192,0.242
7.949,472.391,0.38
8.694,471.553,0.435
8.701,467.155,0.361
8.446,466.945,0.531
9.699,469.145,0.233
8.694,466.736,-0.223
8.683,472.81,0.643
6.701,469.563,-0.059
8.694,472.6,-0.033
8.446,472.81,0.17
7.204,470.401,0.558
8.935,469.982,0.577
8.197,470.925,0.511
8.207,468.202,0.131
8.95,472.391,0.024
8.446,468.202,0.22
8.705,471.134,0.793
8.694,471.134,0.499
8.701,468.202,0.653
8.694,468.202,0.471
7.7,470.192,0.067
8.191,467.574,-0.118
9.432,473.333,0.671
7.452,468.516,0.042
8.687,470.611,0.525
9.198,468.726,0.286
7.707,466.736,0.668
8.694,469.563,0.566
8.197,467.783,-0.259
9.198,470.401,0.328
7.204,471.553,0.68
7.446,468.202,-0.242
9.688,468.202,0.093
7.204,469.773,0.812
8.204,466.317,0.463
9.688,471.972,-0.028
7.955,467.993,-0.221
8.446,470.401,0.436
7.942,469.773,0.511
8.95,466.317,0.165
8.446,466.736,0.58
7.204,469.982,0.61
8.446,467.993,-0.046
8.942,473.962,0.027
7.452,469.354,0.293
9.439,472.181,0.756
8.446,471.972,0.397
7.7,468.516,0.341
10.189,468.935,0.549
9.198,469.982,0.504
8.197,467.783,-0.005
7.7,473.333,0.184
8.687,468.516,0.338
9.191,469.982,0.734
8.439,471.344,0.47
9.439,467.155,0.653
8.687,469.982,0.352
8.446,468.202,0.288
8.687,471.134,0.167
8.694,470.611,0.613
8.694,466.527,0.104
8.191,465.584,0.009
9.191,468.726,0.681
8.694,465.584,0.692
7.694,473.543,0.073
8.197,467.993,-0.281
9.447,471.344,0.521
7.209,470.611,0.465
8.701,466.736,-0.071
9.432,467.574,0.69
7.7,468.935,0.737
8.197,466.527,-0.287
10.189,473.752,0.499
7.452,467.993,0.013
8.446,469.354,0.629
8.687,471.134,0.507
8.452,467.993,0.409
8.452,472.181,0.669
8.204,470.611,0.306
7.942,470.401,-0.36
7.942,473.752,0.581
8.452,469.145,0.25
8.687,467.364,0.33
7.949,469.563,0.809
8.701,466.945,0.861
8.694,473.019,-0.055
7.461,470.611,0.039
8.698,472.181,0.265
9.198,474.171,0.724
7.204,468.516,0.234
8.694,466.736,0.297
9.688,467.783,0.692
7.7,464.746,0.775
8.197,472.391,-0.118
7.955,467.155,0.027
8.687,468.935,0.439
7.7,469.982,0.308
8.197,467.364,0.195
8.932,470.611,0.646
6.701,469.563,0.778
8.687,467.783,-0.161
8.95,470.925,0.386
6.955,467.783,0.103
9.183,466.108,0.024
8.446,468.516,0.773
7.446,466.108,0.737
8.701,471.344,-0.145
7.452,468.935,0.153
9.198,469.982,0.332
7.955,470.925,0.685
8.698,470.192,-0.216
9.432,469.145,0.507
7.955,469.145,0.732
7.955,466.527,0.454
8.694,469.145,0.337
9.94,469.354,0.433
7.694,468.516,0.035
8.942,470.192,0.599
8.942,467.993,0.486
8.942,469.773,0.175
7.694,470.611,-0.015
8.687,469.563,0.01
8.701,470.925,0.524
7.7,470.192,-0.216
8.446,466.945,-0.078
9.439,469.773,0.708
8.942,464.956,0.808
8.191,468.516,-0.261
8.439,469.354,0.328
8.942,467.574,0.039
7.694,468.202,0.565
7.949,470.192,0.25
8.694,467.783,0.69
7.942,472.81,0.582
8.191,467.155,0.084
8.942,468.202,0.569
9.191,467.364,0.226
7.7,464.746,-0.084
8.439,470.192,0.741
8.204,466.736,0.707
8.439,469.982,-0.287
7.437,470.611,0.361
8.694,467.155,0.327
9.183,467.364,0.518
7.452,469.563,0.356
8.197,465.584,0.613
9.688,473.333,0.461
6.961,466.317,0.583
9.183,468.202,0.759
8.446,468.516,0.024
7.949,466.108,-0.134
8.942,469.354,0.641
7.694,470.401,0.576
7.942,470.401,0.497
8.191,474.171,0.017
8.449,469.354,0.255
9.447,468.726,0.641
7.458,470.401,-0.332
8.439,466.945,0.205
8.683,471.972,0.726
7.942,469.145,0.389
7.942,469.982,0.062
7.942,471.134,0.365
8.935,468.726,0.244
7.949,467.783,0.231
8.197,469.982,0.367
9.447,467.574,0.583
8.197,472.391,0.488
7.942,466.945,0.359
9.68,467.364,0.645
8.446,467.783,0.139
8.191,464.746,0.034
9.191,469.563,0.577
8.197,469.773,0.319
7.939,469.145,0.466
8.694,471.134,0.479
9.183,469.145,0.737
8.446,466.527,0.067
7.949,469.354,0.38
8.191,465.793,0.258
9.191,470.401,0.139
7.707,470.401,0.763
8.694,468.202,0.824
9.432,467.783,-0.062
7.452,468.726,-0.359
8.942,469.145,0.747
9.447,470.401,0.607
7.204,468.202,0.018
9.183,472.6,0.249
8.452,469.563,0.641
8.197,467.155,0.592
8.942,469.145,0.011
8.452,466.108,-0.225
8.935,471.134,0.74
7.949,471.134,0.475
7.949,469.982,0.065
8.687,470.611,0.573
7.7,470.925,0.522
7.694,467.155,0.059
9.183,469.563,0.049
8.452,466.108,0.291
8.452,469.773,0.552
7.7,468.935,0.499
8.942,468.935,0.758
8.935,469.354,0.283
7.198,468.202,-0.175
9.198,469.145,0.51
8.197,469.982,0.646
7.204,467.364,-0.078
8.452,468.202,0.603
8.446,469.354,0.861
8.942,466.317,-0.194
8.694,470.192,0.566
7.942,466.527,0.154
9.183,469.145,0.215
7.452,469.563,0.623
8.452,468.202,0.732
8.935,468.726,0.356
6.707,470.192,-0.176
8.435,467.364,0.111
9.439,471.972,0.753
7.707,466.945,-0.339
8.942,469.354,0.334
8.446,471.553,0.62
8.701,468.935,0.502
8.204,469.982,-0.098
8.439,469.563,0.226
8.694,467.364,0.419
8.446,472.391,0.365
7.949,468.726,-0.07
8.687,469.773,0.485
7.939,471.344,0.751
7.949,468.726,0.568
8.694,473.333,-0.082
8.694,467.783,0.088
8.446,468.935,0.409
8.694,468.516,0.323
8.687,465.165,0.741
7.942,466.317,0.624
7.7,469.145,0.181
8.694,466.736,-0.072
8.942,474.59,0.603
7.955,468.202,-0.083
8.935,470.192,-0.02
9.443,469.354,0.642
8.446,466.317,0.724
8.942,468.726,-0.186
8.191,468.935,0.331
8.687,467.993,0.383
8.446,471.344,0.392
7.707,468.516,0.437
8.935,468.202,0.292
7.7,470.611,0.626
8.446,467.574,0.004
10.184,473.333,0.453
6.95,469.773,0.389
8.187,469.773,0.013
9.944,470.192,0.718
7.452,468.516,0.78
8.191,467.993,-0.161
8.694,469.982,0.231
7.446,467.993,0.491
8.694,472.391,0.58
8.204,468.935,-0.065
8.687,469.773,-0.079
8.439,470.611,0.785
8.204,467.574,0.723
9.439,470.611,0.122
8.201,470.401,-0.022
8.446,467.993,0.146
9.198,471.553,0.607
8.694,467.364,-0.225
8.187,465.793,0.77
7.7,468.935,0.559
9.191,466.736,-0.059
8.439,472.181,0.626
7.694,471.763,0.104
9.695,469.773,0.034
7.949,469.145,0.597
8.446,467.783,0.586
8.935,467.364,0.227
7.7,468.935,0.096
7.949,466.945,0.293
8.701,470.401,0.852
8.191,469.563,-0.168
8.191,468.516,0.356
8.446,469.773,0.797
8.705,468.516,0.168
8.683,469.354,0.392
7.949,469.982,0.386
8.197,467.155,0.316
9.191,467.574,0.266
8.439,467.993,0.707
7.955,464.746,0.28
9.439,470.401,0.313
7.949,466.945,0.272
7.949,471.134,0.604
8.694,472.6,-0.183
8.452,470.401,-0.067
7.949,469.773,1.085
8.446,469.773,0.813
8.701,465.793,0.007
8.446,471.134,0.099
7.955,466.945,0.381
8.694,469.982,0.608
8.942,471.553,-0.275
7.7,468.516,0.565
8.694,469.563,0.8
9.183,469.145,0.276
7.7,466.945,0.355
7.694,471.972,0.288
7.955,467.783,-0.503
9.928,466.945,0.541
7.446,468.202,0.654
8.694,463.594,0.363
9.432,471.134,0.251
7.704,465.375,0.811
9.191,468.726,0.691
8.197,469.563,0.256
7.949,466.945,0.311
8.197,468.202,0.382
7.707,468.202,0.645
8.935,465.375,0.624
8.452,470.192,-0.032
7.458,465.584,0.211
8.942,464.537,0.564
7.955,467.993,0.24
7.204,465.375,0.359
8.446,470.192,0.514
7.942,467.155,0.072
8.456,467.155,0.027
7.446,467.574,0.663
7.7,467.155,-0.258
8.687,467.993,0.413
7.955,468.726,0.548
7.7,464.956,0.015
8.694,463.909,0.734
7.458,465.165,-0.038
7.7,462.128,0.591
8.942,470.401,0.068
6.95,465.165,0.233
8.197,468.516,0.726
8.446,469.563,0.199
7.707,465.375,-0.258
8.446,466.945,0.92
8.452,464.327,0.372
8.694,464.956,0.63
8.197,465.584,-0.305
7.204,464.746,0.352
8.935,464.537,0.237
7.198,466.317,0.669
7.458,464.118,0.867
9.447,464.537,-0.149
8.942,464.956,0.481
7.446,461.186,-0.123
8.197,467.574,0.748
8.446,462.128,0.433
7.949,464.537,0.651
8.191,464.537,-0.225
8.197,461.186,0.624
8.439,466.736,0.562
6.95,464.327,0.482
7.949,465.375,0.233
9.191,465.375,0.331
6.961,464.746,0.145
8.694,465.165,0.171
8.694,464.956,0.704
7.942,461.5,-0.052
8.694,461.186,0.798
8.204,464.118,-0.226
8.687,461.5,0.575
7.949,468.935,0.278
7.458,462.757,0.759
9.183,461.709,0.104
6.947,465.165,0.602
7.446,462.757,0.426
8.446,467.364,0.353
8.705,465.165,0.53
7.204,463.909,-0.056
8.694,464.746,0.643
8.694,461.186,-0.355
8.187,462.966,0.452
8.953,462.338,0.1
8.197,459.72,0.468
8.687,463.175,0.483
6.95,464.746,0.703
7.942,464.327,0.178
8.446,464.956,0.505
6.95,462.966,-0.253
9.198,459.091,0.411
8.942,462.966,0.493
7.452,461.5,0.839
8.942,460.767,-0.057
8.439,462.338,0.53
8.197,460.767,-0.031
8.197,465.793,0.812
7.694,462.547,0.265
9.191,461.5,0.582
7.198,463.594,-0.02
7.694,461.186,0.355
9.68,462.966,0.051
7.209,461.709,0.78
8.446,457.521,0.016
8.935,464.746,0.438
7.446,459.929,0.242
8.197,462.338,-0.195
7.7,464.327,0.525
8.705,461.5,-0.245
8.446,467.364,0.631
8.197,463.909,0.35
8.191,462.966,0.831
7.949,462.757,-0.118
8.439,461.5,0.422
8.446,464.118,-0.067
7.443,463.594,0.927
7.949,459.51,0.216
8.942,461.186,0.594
7.955,462.547,-0.215
8.439,461.5,0.61
8.935,462.338,0.261
7.458,462.128,0.435
7.942,463.175,0.092
8.705,464.118,0.612
8.694,460.139,0.027
7.949,458.358,0.179
8.942,460.557,0.593
9.198,458.777,-0.303
8.204,464.537,0.957
7.949,460.976,0.399
8.705,458.777,0.638
8.197,464.327,-0.133
7.7,460.557,0.221
9.695,462.128,0.322
7.7,462.547,0.681
7.949,459.091,0.345
9.183,464.746,0.447
7.204,462.128,0.609
8.698,460.557,-0.01
8.694,461.709,0.471
7.446,459.091,-0.417
7.955,463.385,0.819
8.452,463.909,0.321
7.949,461.186,0.674
7.7,464.537,-0.215
7.7,463.909,0.491
8.694,464.327,-0.049
8.191,463.594,0.841
7.7,461.186,0.587
9.691,461.5,0.519
7.446,463.175,0.408
6.95,461.186,-0.148
9.191,460.767,0.525
7.458,463.594,0.291
8.701,461.5,-0.123
8.687,465.375,0.833
8.191,460.767,0.16
8.197,459.51,-0.038
8.705,462.547,0.529
8.439,460.767,-0.177
8.197,462.128,0.627
8.439,460.976,0.353
8.701,457.73,0.731
8.452,465.584,0.309
7.204,460.139,-0.222
9.183,461.919,0.601
8.698,462.547,0.366
7.707,459.72,0.153
9.191,463.594,0.372
8.694,462.757,0.659
8.456,458.358,0.045
8.694,462.547,0.613
8.942,459.72,0.225
7.707,462.966,0.411
7.958,462.757,0.563
8.694,459.72,0.771
7.955,464.118,0.383
8.439,463.175,-0.028
8.197,461.186,0.159
8.446,460.557,0.741
7.452,462.338,0.477
7.955,461.5,0.176
9.191,465.793,0.505
7.955,461.919,-0.42
8.946,459.929,0.348
8.197,461.919,0.182
7.942,461.919,0.181
7.949,463.385,0.586
7.942,463.175,0.706
8.452,460.767,-0.087
7.942,466.317,0.403
8.204,460.557,-0.27
9.695,460.557,0.809
8.942,460.767,0.62
7.7,457.521,0.527
9.439,462.966,0.773
7.955,461.186,-0.193
7.955,459.929,0.439
8.701,464.327,0.128
7.707,461.5,0.724
8.701,464.118,0.084
7.694,462.966,0.725
8.683,458.568,0.426
8.942,464.118,0.178
7.458,461.5,0.093
8.197,461.5,0.233
9.198,460.976,0.835
7.452,459.72,0.299
8.694,462.757,0.624
8.705,462.966,-0.15
7.7,460.139,0.132
8.687,462.128,0.149
7.458,463.175,0.779
8.935,461.709,0.059
7.949,461.186,0.596
7.7,460.139,0.51
8.95,457.73,0.216
7.694,464.956,0.441
7.707,460.767,0.034
8.446,460.767,0.64
8.687,463.594,0.453
7.942,460.557,0.679
8.446,466.317,-0.05
8.687,461.709,0.22
7.204,459.301,-0.09
8.935,463.909,0.834
8.694,460.767,0.049
9.439,462.757,0.75
7.209,462.547,0.347
9.191,458.149,0.702
8.95,463.385,0.52
7.198,461.5,0.288
8.439,462.338,0.282
8.197,462.757,0.397
7.7,460.139,0.682
7.942,464.537,0.018
9.191,463.385,0.367
8.197,458.777,-0.164
8.191,460.976,0.865
7.955,460.767,0.563
8.701,462.338,-0.026
7.942,461.919,0.513
7.942,461.186,-0.393
8.694,462.338,0.383
7.209,463.594,0.057
8.449,459.929,0.453
9.447,458.777,0.377
7.952,461.709,0.753
8.197,460.139,0.651
8.439,463.594,-0.005
7.7,460.557,0.255
7.694,459.72,0.195
8.942,461.919,0.624
8.197,459.929,0.441
8.694,460.139,0.829
7.452,462.757,-0.214
8.439,460.557,0.371
7.942,467.574,0.249
7.446,460.767,0.825
9.432,459.301,0.212
7.458,461.919,0.503
8.197,459.091,0.033
9.191,462.966,-0.261
8.204,463.909,0.457
8.456,460.348,-0.323
8.446,465.584,0.684
8.197,459.51,0.35
8.204,460.976,0.637
8.439,461.186,-0.063
7.949,458.568,0.295
8.439,463.909,0.328
7.7,463.385,0.636
9.191,459.301,0.236
8.191,460.139,0.426
7.949,460.348,0.725
9.191,462.128,0.355
7.955,462.128,-0.081
7.452,461.709,0.192
8.446,462.547,0.304
8.935,462.966,0.699
7.452,460.139,0.4
8.191,459.301,0.726
8.942,460.557,-0.487
7.949,460.976,0.753
8.452,463.385,0.238
7.7,461.5,-0.009
8.687,460.976,0.767
7.198,462.338,0.415
8.446,459.51,0.854
9.688,459.091,0.294
6.955,461.709,0.248
8.204,459.72,-0.062
8.439,466.317,0.798
8.191,461.919,0.422
7.694,459.929,0.671
8.942,461.186,0.079
8.446,459.51,0.181
8.701,463.175,0.38
7.209,462.128,0.397
8.191,459.929,0.037
8.942,466.317,0.656
6.955,462.338,0.31
9.447,462.547,0.138
8.687,462.128,0.637
7.949,457.73,-0.098
8.435,463.175,0.541
8.694,460.767,0.536
8.935,460.139,0.674
7.707,462.966,0.463
8.452,460.557,-0.265
8.694,463.594,0.532
7.955,462.757,0.254
7.955,459.72,0.317
8.942,464.327,0.227
7.942,461.919,0.741
7.452,462.338,0.349
7.942,460.767,0.544
7.7,459.51,-0.216
8.935,461.5,0.403
7.204,462.338,0.702
8.446,459.51,0.386
8.694,461.5,0.573
7.707,463.385,-0.2
7.942,462.547,0.591
8.95,462.757,0.347
8.694,460.557,0.527
7.942,457.73,-0.016
8.95,464.956,0.663
7.942,460.976,0.27
8.197,460.139,0.571
8.942,462.547,0.028
7.949,459.301,0.168
8.446,466.317,0.8
7.694,461.5,0.707
8.446,460.348,0.234
7.949,464.327,0.046
7.707,461.709,-0.067
8.935,464.537,0.641
8.95,464.118,0.801
8.204,458.777,0.275
8.701,462.338,0.907
8.701,460.557,-0.244
7.204,462.128,0.541
8.701,462.128,0.251
7.7,459.929,0.331
8.197,465.375,0.422
7.707,465.375,0.654
8.701,461.5,0.145
8.942,460.767,0.492
7.458,461.186,0.381
8.95,461.5,0.083
7.949,462.757,0.674
7.7,460.976,0.321
8.942,461.5,0.685
8.207,463.175,0.437
8.449,460.767,0.315
8.701,460.139,0.101
8.452,462.338,0.809
7.707,459.301,0.01
8.701,466.317,0.61
7.198,460.976,0.281
8.191,459.301,0.078
7.949,461.5,0.562
8.197,459.72,-0.126
8.446,460.976,0.602
7.204,462.338,0.558
8.95,459.72,0.575
8.701,467.783,-0.15
7.7,461.709,0.288
8.935,462.338,0
8.701,462.128,0.751
7.942,459.091,0.106
8.204,464.746,0.536
8.197,464.327,0.265
8.204,461.186,0.481
7.942,461.186,0.574
8.694,459.72,0.43
8.191,462.547,0.57
7.204,462.128,0.25
8.197,459.091,0.754
9.191,463.594,-0.06
7.452,463.594,0.347
8.197,461.709,-0.212
8.694,459.929,0.896
9.194,459.929,0.485
8.449,458.777,0.195
8.942,464.327,0.646
7.707,461.5,-0.43
7.7,460.767,0.428
8.701,463.175,0.137
8.197,460.767,0.364
8.694,462.128,0.732
7.942,460.767,0.692
8.439,457.521,-0.07
8.191,464.746,0.258
7.949,460.767,0.105
9.432,460.557,0.579
7.452,461.919,0.797
8.204,458.777,-0.016
9.695,462.966,0.916
8.191,461.709,0.095
7.204,459.51,0.586
9.202,465.375,0.35
8.452,461.919,0.691
7.939,464.537,0.256
8.452,462.338,0.61
8.935,457.73,0.104
9.191,464.537,0.338
6.707,462.547,0.167
8.197,463.175,0.275
8.439,463.594,0.757
6.707,462.966,0.483
8.95,464.537,0.205
7.955,463.594,0.249
8.197,458.358,0.364
8.946,459.091,0.376
8.687,461.919,0.77
8.452,461.709,-0.112
7.949,462.966,0.701
8.701,461.5,-0.397
8.439,457.73,0.703
7.458,464.327,0.311
7.446,460.348,-0.093
8.942,460.348,0.76
7.7,461.919,0.232
8.449,459.301,0.75
8.204,464.746,-0.1
8.197,459.51,0.037
7.707,455.74,0.486
7.955,461.186,0.251
8.439,457.73,0.227
7.694,459.301,0.265
7.694,460.976,0.618
7.707,458.568,0.496
8.701,463.175,0.013
7.204,460.348,0.443
7.694,457.311,-0.121
9.191,461.919,0.671
6.715,457.94,0.674
7.949,459.51,0.454
7.7,460.767,0.665
7.7,456.892,0.359
7.942,460.767,-0.133
7.446,457.94,0.426
7.942,455.74,-0.112
8.446,462.338,0.706
6.712,458.568,0.493
8.701,460.976,0.176
7.204,460.976,0.592
7.209,456.892,0.009
9.688,459.929,0.298
7.949,458.149,0.344
8.446,453.122,0.448
8.197,459.091,0.265
7.7,455.95,0.642
7.458,455.95,0.358
8.452,459.091,0.322
7.707,457.102,0.743
7.949,459.929,0.035
8.701,459.51,-0.187
7.955,454.484,0.593
8.439,459.72,0.57
7.204,455.95,-0.07
8.197,453.122,0.123
7.949,459.301,0.729
7.707,455.112,0.68
8.439,455.74,0.057
7.458,457.311,0.398
7.458,455.322,0.345
9.183,458.149,-0.135
6.95,458.358,0.14
8.701,453.332,0.502
9.451,460.139,0.304
7.949,453.96,-0.127
7.452,451.133,0.323
8.942,458.777,0.75
7.7,456.159,0.072
7.452,456.159,0.323
8.694,458.358,0.698
7.949,456.369,0.732
8.452,456.159,-0.164
7.204,456.369,0.497
8.452,453.751,0.448
7.949,460.976,0.157
7.452,456.159,0.53
8.694,452.494,0.563
9.198,458.568,0.856
7.204,454.484,0.093
8.694,452.285,0.569
8.207,455.74,0.565
7.942,455.95,0.758
7.7,455.322,0.033
8.204,455.74,0.397
8.935,456.892,0.737
7.452,456.369,0.139
7.955,451.342,-0.266
9.447,455.95,0.724
8.452,455.95,0.71
6.95,452.075,0.051
9.191,457.311,0.297
7.204,456.159,0.574
7.452,455.74,0.845
7.949,456.369,0.405
8.701,453.751,-0.31
7.7,455.322,0.017
7.7,455.531,0.532
8.191,453.332,0.238
9.183,456.683,0.148
6.961,453.96,0.073
8.942,450.295,0.137
8.694,458.777,0.957
7.204,453.751,0.56
7.942,451.342,-0.004
8.701,459.091,0.297
7.458,455.95,0.626
7.949,456.159,0.72
8.95,457.521,0.084
7.949,454.484,-0.079
7.942,454.693,0.376
7.209,455.112,0.255
8.942,454.903,-0.012
7.198,458.358,0.682
7.949,455.74,0.867
8.701,455.95,0.444
7.7,456.892,0.326
8.201,452.285,0.352
8.95,453.751,0.483
7.949,456.369,0.757
6.955,455.322,0.509
7.942,454.484,-0.161
8.687,455.531,0.187
8.201,455.74,0.511
8.446,453.751,0.455
7.7,452.285,-0.316
8.446,455.95,0.485
8.207,455.95,0.707
7.7,452.913,0.261
8.935,458.777,0.531
7.704,454.693,0.201
8.694,450.504,0.016
8.694,457.73,0.554
7.452,453.122,0.648
7.949,451.552,0.266
9.699,455.74,-0.001
6.955,453.541,0.056
8.701,454.693,0.514
8.452,455.531,0.468
7.949,453.122,-0.087
8.204,454.693,0.227
8.204,454.693,0.756
8.701,454.274,0.272
8.446,459.929,0.493
7.452,455.74,0.354
9.191,453.96,0.62
7.446,455.322,0.563
7.7,451.761,0.596
8.687,453.332,0.129
7.7,456.892,0.231
7.452,456.369,0.574
8.705,455.531,0.382
7.949,457.73,0.203
7.7,457.311,0.432
9.198,456.369,0.82
8.207,452.703,0.594
8.204,453.96,0.107
7.955,455.531,0.314
7.452,451.761,0.695
8.204,457.311,0.676
8.449,454.693,0.251
7.949,452.494,-0.239
7.949,457.102,0.508
8.701,453.541,0.239
8.694,453.96,0.623
7.458,455.322,0.189
8.204,452.494,-0.278
8.95,453.751,0.658
8.946,453.751,0.619
7.949,451.133,0.504
8.942,454.274,0.718
7.707,453.122,0.587
7.452,451.133,-0.21
8.694,458.568,0.552
7.707,455.322,0.428
7.7,454.484,-0.093
7.949,455.531,0.026
8.439,451.761,0.114
7.204,452.913,0.559
8.953,456.159,0.36
8.197,455.531,-0.001
8.197,453.96,0.466
7.949,455.112,0.417
8.95,455.95,0.287
7.204,455.112,0.835
7.452,453.751,0.33
8.446,456.892,0.464
8.204,456.892,0.497
7.209,453.332,0.204
9.688,459.091,-0.118
7.458,454.903,0.338
7.942,451.133,0.465
8.95,455.322,0.505
7.955,452.075,0.048
8.456,452.285,0.024
7.955,455.112,0.21
7.955,453.541,0.286
7.694,455.95,0.701
8.439,456.369,0.751
8.446,452.913,0.461
8.446,455.112,0.836
7.198,452.913,0.757
8.942,450.295,0.592
7.949,458.358,0.143
7.7,452.913,-0.466
8.694,453.122,0.022
8.694,455.531,0.547
8.207,452.285,0.381
8.197,453.541,0.273
7.7,456.369,-0.011
8.439,455.322,0.049
7.443,453.751,0.901
8.701,454.903,0.57
8.942,455.322,-0.153
8.197,453.332,0.352
7.955,451.761,0.615
9.198,455.531,0.702
7.707,454.903,0.49
7.452,452.285,0.011
8.942,458.149,-0.154
7.458,456.159,0.424
7.443,452.494,0.529
8.446,458.149,0.3
8.452,453.541,-0.055
7.198,453.332,0.463
8.95,455.95,0.69
7.949,453.332,0.052
8.191,454.693,0.378
8.452,454.903,0.768
8.942,452.285,0.874
8.197,454.693,0.685
8.204,453.541,0.464
8.435,451.552,0.051
8.439,459.51,0.293
7.204,454.274,0.157
9.191,450.295,0.765
7.452,454.484,0.157
7.939,450.504,-0.068
8.687,452.075,0.562
8.204,455.322,0.831
7.7,453.96,0.122
8.95,453.541,0.796
7.949,455.322,0.271
7.707,456.369,0.378
8.687,454.274,0.662
7.452,452.285,0.553
8.197,455.322,0.503
7.707,454.274,0.093
8.197,451.342,0.076
7.955,456.683,0.565
7.195,455.112,0.359
8.701,450.504,0.408
9.202,457.94,0.127
7.707,453.541,0.181
8.701,451.133,0.408
8.207,457.94,0.736
7.707,455.322,0.068
8.452,455.322,0.323
8.95,455.74,0.737
7.7,452.703,0.842
8.942,452.494,0.62
7.955,453.96,0.46
8.201,453.122,0.099
8.197,458.149,0.602
8.197,455.531,0.153
7.458,452.703,-0.011
7.7,459.091,0.411
8.694,453.96,0.262
8.452,453.122,0.546
7.949,455.322,0.763
7.949,453.332,-0.115
9.439,453.751,0.439
8.452,455.112,0.559
7.707,455.531,0.637
9.202,453.332,0.513
8.197,452.285,-0.096
8.452,456.159,-0.266
8.204,455.112,0.383
7.942,452.075,0.299
8.446,456.369,0.419
7.7,455.112,0.027
9.439,450.295,-0.282
7.452,456.159,0.581
8.197,452.913,0.479
8.191,449.876,0.546
7.452,457.102,0.853
7.707,454.484,0.125
8.701,453.122,0.472
7.204,455.322,0.641
7.955,454.484,0.426
9.191,452.703,0.345
7.209,455.112,0.077
8.446,456.369,0.54
8.701,456.369,0.587
7.694,453.96,-0.271
8.452,455.112,-0.02
7.694,453.751,0.488
8.197,450.504,0.305
7.694,456.369,0.726
